City,ILR,DC_Nominal_Power_MW,ModuleCost,MountingCost,InverterCost,AccessCost,HV_ConnectionSubstationCost,OMCost,TaxesInsuranceCost,TotalCost,ratio_NominalPower_TotalCost,Incremental_Cost,Incremental_Cost_Percentage
Budapest,2.61,130.43,32607500.0,7619217.510666695,1251250.0,5005000.0,5005000.0,193838.62998643622,402267.175106667,51487967.5106667,394755.5586189274,727862.0971032232,0.014339255034500639
Budapest,2.65,132.79,33197499.999999996,7757079.607769918,1251250.0,5005000.0,5005000.0,197240.14168503284,409545.79607769917,52215829.607769914,393221.0980327579,727862.0971032158,0.01413654747494986
Budapest,2.7,135.16,33790000.0,7895525.866301545,1251250.0,5005000.0,5005000.0,200656.066568793,416855.25866301544,52946775.866301544,391734.0623431603,730946.25853163,0.013998556836543347
Budapest,2.75,137.52,34380000.0,8033387.963404768,1251250.0,5005000.0,5005000.0,204057.57826738962,424133.8796340477,53674637.96340477,390304.23184558435,727862.0971032232,0.01374705230288588
Budapest,2.79,139.88,34970000.0,8171250.060507991,1251250.0,5005000.0,5005000.0,207459.08996598623,431412.5006050799,54402500.06050799,388922.648416557,727862.0971032232,0.013560633564021015
Budapest,2.84,142.25,35562500.0,8309696.319039618,1251250.0,5005000.0,5005000.0,210875.0148497464,438721.9631903962,55133446.31903962,387581.3449493119,730946.25853163,0.013435894632023365
Copenhagen,1.0,50.09,12522500.0,11708414.967256535,1251250.0,5005000.0,5005000.0,476511.49802471796,242309.14967256534,35492164.96725653,708567.8771662314,,
Copenhagen,1.05,52.46,13115000.0,12262396.669640204,1251250.0,5005000.0,5005000.0,497950.4814926752,253773.96669640206,36638646.669640206,698411.1069317615,1146481.7023836747,0.032302388525506036
Copenhagen,1.1,54.82,13705000.0,12814040.896486389,1251250.0,5005000.0,5005000.0,519299.00511477597,265190.40896486386,37780290.89648639,689169.844883006,1141644.2268461809,0.03115956321040042
Copenhagen,1.14,57.18,14295000.0,13365685.123332575,1251250.0,5005000.0,5005000.0,540647.5287368769,276606.8512333258,38921935.123332575,680691.4152384151,1141644.2268461883,0.03021798402701983
Copenhagen,1.19,59.54,14885000.0,13917329.35017876,1251250.0,5005000.0,5005000.0,561996.0523589777,288023.2935017876,40063579.35017876,672885.1083335365,1141644.2268461883,0.02933164096874016
Copenhagen,1.24,61.91,15477500.0,14471311.052562429,1251250.0,5005000.0,5005000.0,583435.035826935,299488.1105256243,41210061.05256243,665644.6624545701,1146481.7023836672,0.028616557007120024
Copenhagen,1.28,64.27,16067499.999999998,15022955.279408613,1251250.0,5005000.0,5005000.0,604783.5594490357,310904.5527940861,42351705.27940861,658965.3847737453,1141644.2268461809,0.027703046238879418
Copenhagen,1.33,66.63,16657499.999999998,15574599.506254798,1251250.0,5005000.0,5005000.0,626132.0830711365,322320.99506254797,43493349.50625479,652759.2601869247,1141644.2268461809,0.02695627529787444
Copenhagen,1.38,69.0,17250000.0,16128581.208638469,1251250.0,5005000.0,5005000.0,647571.0665390937,333785.8120863847,44639831.20863847,646954.075487514,1146481.7023836747,0.026359931240034728
Copenhagen,1.43,71.36,17840000.0,16680225.435484653,1251250.0,5005000.0,5005000.0,668919.5901611947,345202.25435484655,45781475.435484655,641556.5503851549,1141644.2268461883,0.02557456414900743
Copenhagen,1.47,73.72,18430000.0,17231869.66233084,1251250.0,5005000.0,5005000.0,690268.1137832954,356618.69662330835,46923119.662330836,636504.6074651497,1141644.2268461809,0.024936815949826434
Copenhagen,1.52,76.08,19020000.0,17783513.889177024,1251250.0,5005000.0,5005000.0,711616.6374053963,368035.1388917703,48064763.889177024,631766.086871412,1141644.2268461883,0.024330100706468648
Copenhagen,1.57,78.45,19612500.0,18337495.591560695,1251250.0,5005000.0,5005000.0,733055.6208733536,379499.95591560693,49211245.59156069,627294.3988726665,1146481.7023836672,0.023852852060755176
Copenhagen,1.61,80.81,20202500.0,18889139.81840688,1251250.0,5005000.0,5005000.0,754404.1444954544,390916.3981840688,50352889.81840688,623102.2128252306,1141644.2268461883,0.02319884841610208
Copenhagen,1.66,83.17,20792500.0,19440784.045253064,1251250.0,5005000.0,5005000.0,775752.6681175553,402332.8404525307,51494534.04525307,619147.9385025017,1141644.2268461883,0.02267286407917052
Copenhagen,1.71,85.54,21385000.0,19994765.74763673,1251250.0,5005000.0,5005000.0,797191.6515855124,413797.65747636737,52641015.747636735,615396.4899185963,1146481.7023836672,0.022264143634665116
Copenhagen,1.76,87.9,21975000.0,20546409.97448292,1251250.0,5005000.0,5005000.0,818540.1752076134,425214.09974482923,53782659.974482924,611861.8882193734,1141644.2268461883,0.02168735178514182
Copenhagen,1.8,90.26,22565000.0,21098054.201329105,1251250.0,5005000.0,5005000.0,839888.6988297141,436630.54201329104,54924304.201329105,608512.1227712065,1141644.2268461809,0.021226994488331957
Copenhagen,1.85,92.62,23155000.0,21649698.42817529,1251250.0,5005000.0,5005000.0,861237.2224518148,448046.98428175284,56065948.428175285,605333.0644372196,1141644.2268461809,0.020785774957865637
Copenhagen,1.9,94.99,23747500.0,22203680.13055896,1251250.0,5005000.0,5005000.0,882676.2059197722,459511.8013055896,57212430.13055896,602299.5065855244,1146481.7023836747,0.020448805995896144
Copenhagen,1.95,97.35,24337500.0,22755324.357405145,1251250.0,5005000.0,5005000.0,904024.729541873,470928.2435740514,58354074.35740514,599425.5198500785,1141644.2268461809,0.019954478847357904
Copenhagen,1.99,99.71,24927500.0,23306968.58425133,1251250.0,5005000.0,5005000.0,925373.2531639738,482344.6858425133,59495718.58425133,596687.5798240029,1141644.2268461883,0.019564087673705228
Copenhagen,2.04,102.08,25520000.0,23860950.286634997,1251250.0,5005000.0,5005000.0,946812.236631931,493809.50286635,60642200.286635,594065.4416794181,1146481.7023836672,0.01926998664215048
Copenhagen,2.09,104.44,26110000.0,24412594.513481185,1251250.0,5005000.0,5005000.0,968160.7602540319,505225.94513481186,61783844.513481185,591572.6207725123,1141644.2268461883,0.018825903767508853
Copenhagen,2.13,106.8,26700000.0,24964238.74032737,1251250.0,5005000.0,5005000.0,989509.2838761328,516642.3874032737,62925488.74032737,589189.9694787207,1141644.2268461883,0.018478038002265825
Copenhagen,2.18,109.16,27290000.0,25515882.967173554,1251250.0,5005000.0,5005000.0,1010857.8074982335,528058.8296717355,64067132.967173554,586910.3423156244,1141644.2268461809,0.018142794751382352
Copenhagen,2.23,111.53,27882500.0,26069864.669557225,1251250.0,5005000.0,5005000.0,1032296.7909661909,539523.6466955723,65213614.66955723,584718.1446207947,1146481.7023836747,0.01789500558689124
Copenhagen,2.28,113.89,28472500.0,26621508.89640341,1251250.0,5005000.0,5005000.0,1053645.3145882916,550940.0889640341,66355258.89640341,582625.8573746897,1141644.2268461809,0.017506225235803696
Copenhagen,2.32,116.25,29062500.0,27173153.123249594,1251250.0,5005000.0,5005000.0,1074993.8382103923,562356.5312324959,67496903.12324959,580618.521490319,1141644.2268461809,0.017205030103620924
Copenhagen,2.37,118.62,29655000.0,27727134.82563326,1251250.0,5005000.0,5005000.0,1096432.8216783495,573821.3482563326,68643384.82563326,578683.0620943623,1146481.7023836672,0.016985693407150657
Copenhagen,2.42,120.98,30245000.0,28278779.05247945,1251250.0,5005000.0,5005000.0,1117781.3453004505,585237.7905247945,69785029.05247945,576831.121280207,1141644.2268461883,0.0166315258163066
Copenhagen,2.46,123.34,30835000.0,28830423.279325634,1251250.0,5005000.0,5005000.0,1139129.8689225514,596654.2327932564,70926673.27932563,575050.0509106992,1141644.2268461883,0.016359443312514117
Copenhagen,2.51,125.7,31425000.0,29382067.50617182,1251250.0,5005000.0,5005000.0,1160478.3925446523,608070.6750617182,72068317.50617182,573335.8592376438,1141644.2268461883,0.016096119753849576
Copenhagen,2.56,128.07,32017500.0,29936049.208555486,1251250.0,5005000.0,5005000.0,1181917.3760126093,619535.4920855549,73214799.20855549,571677.9824202037,1146481.7023836672,0.015908262355167156
Copenhagen,2.61,130.43,32607500.0,30487693.435401674,1251250.0,5005000.0,5005000.0,1203265.8996347103,630951.9343540168,74356443.43540168,570086.9695269621,1141644.2268461883,0.015593080076531603
Copenhagen,2.65,132.79,33197499.999999996,31039337.662247855,1251250.0,5005000.0,5005000.0,1224614.4232568108,642368.3766224785,75498087.66224785,568552.5089407926,1141644.2268461734,0.015353669085020113
Copenhagen,2.7,135.16,33790000.0,31593319.364631526,1251250.0,5005000.0,5005000.0,1246053.4067247682,653833.1936463153,76644569.36463153,567065.4732511952,1146481.7023836821,0.015185572746062682
Copenhagen,2.75,137.52,34380000.0,32144963.591477714,1251250.0,5005000.0,5005000.0,1267401.9303468694,665249.6359147772,77786213.59147772,565635.6427536192,1141644.2268461883,0.014895304863869616
Copenhagen,2.79,139.88,34970000.0,32696607.8183239,1251250.0,5005000.0,5005000.0,1288750.4539689699,676666.078183239,78927857.8183239,564254.0593245918,1141644.2268461734,0.014676691075901041
Copenhagen,2.84,142.25,35562500.0,33250589.520707566,1251250.0,5005000.0,5005000.0,1310189.437436927,688130.8952070756,80074339.52070756,562912.7558573467,1146481.7023836672,0.014525691360110624
Dublin,1.0,50.09,12522500.0,10162683.892427167,1251250.0,5005000.0,5005000.0,388514.13241879386,226851.8389242717,33946433.89242717,677708.8020049344,,
Dublin,1.05,52.46,13115000.0,10643529.586678563,1251250.0,5005000.0,5005000.0,405935.69041116716,237585.29586678566,35019779.586678565,667552.0317704644,1073345.6942513958,0.03161880560569986
Dublin,1.1,54.82,13705000.0,11122346.396144086,1251250.0,5005000.0,5005000.0,423283.73972002824,248273.46396144084,36088596.396144085,658310.769721709,1068816.80946552,0.030520375116012875
Dublin,1.14,57.18,14295000.0,11601163.20560961,1251250.0,5005000.0,5005000.0,440631.7890288894,258961.63205609613,37157413.20560961,649832.3400771181,1068816.8094655275,0.029616469361488554
Dublin,1.19,59.54,14885000.0,12079980.015075136,1251250.0,5005000.0,5005000.0,457979.8383377505,269649.80015075137,38226230.01507513,642026.0331722394,1068816.80946552,0.028764564517751792
Dublin,1.24,61.91,15477500.0,12560825.70932653,1251250.0,5005000.0,5005000.0,475401.39633012377,280383.2570932653,39299575.70932653,634785.587293273,1073345.6942513958,0.02807877454376496
Dublin,1.28,64.27,16067499.999999998,13039642.518792054,1251250.0,5005000.0,5005000.0,492749.44563898485,291071.4251879205,40368392.51879205,628106.3096124483,1068816.80946552,0.027196650095432703
Dublin,1.33,66.63,16657499.999999998,13518459.328257577,1251250.0,5005000.0,5005000.0,510097.49494784605,301759.5932825758,41437209.328257576,621900.1850256277,1068816.8094655275,0.02647657592429469
Dublin,1.38,69.0,17250000.0,13999305.022508975,1251250.0,5005000.0,5005000.0,527519.0529402194,312493.05022508977,42510555.02250898,616095.000326217,1073345.6942514032,0.025902943553668532
Dublin,1.43,71.36,17840000.0,14478121.831974499,1251250.0,5005000.0,5005000.0,544867.1022490804,323181.218319745,43579371.8319745,610697.4752238579,1068816.80946552,0.025142386611974148
Dublin,1.47,73.72,18430000.0,14956938.641440023,1251250.0,5005000.0,5005000.0,562215.1515579416,333869.38641440024,44648188.64144002,605645.5323038527,1068816.80946552,0.024525750705780516
Dublin,1.52,76.08,19020000.0,15435755.450905547,1251250.0,5005000.0,5005000.0,579563.2008668027,344557.55450905545,45717005.45090555,600907.011710115,1068816.8094655275,0.023938637646623583
Dublin,1.57,78.45,19612500.0,15916601.145156942,1251250.0,5005000.0,5005000.0,596984.7588591761,355291.01145156944,46790351.14515694,596435.3237113695,1073345.6942513958,0.02347804025362154
Dublin,1.61,80.81,20202500.0,16395417.954622466,1251250.0,5005000.0,5005000.0,614332.8081680371,365979.17954622465,47859167.95462246,592243.1376639334,1068816.80946552,0.022842675536880394
Dublin,1.66,83.17,20792500.0,16874234.76408799,1251250.0,5005000.0,5005000.0,631680.8574768982,376667.3476408799,48927984.76408799,588288.8633412046,1068816.8094655275,0.02233254055897761
Dublin,1.71,85.54,21385000.0,17355080.458339386,1251250.0,5005000.0,5005000.0,649102.4154692715,387400.80458339385,50001330.458339386,584537.4147572994,1073345.6942513958,0.021937255323853166
Dublin,1.76,87.9,21975000.0,17833897.26780491,1251250.0,5005000.0,5005000.0,666450.4647781326,398088.97267804906,51070147.267804906,581002.8130580762,1068816.80946552,0.021375767397950496
Dublin,1.8,90.26,22565000.0,18312714.077270433,1251250.0,5005000.0,5005000.0,683798.5140869938,408777.1407727043,52138964.07727043,577653.0476099094,1068816.8094655275,0.02092840664548699
Dublin,1.85,92.62,23155000.0,18791530.88673596,1251250.0,5005000.0,5005000.0,701146.5633958549,419465.3088673596,53207780.88673596,574473.9892759226,1068816.8094655275,0.020499387135531327
Dublin,1.9,94.99,23747500.0,19272376.580987353,1251250.0,5005000.0,5005000.0,718568.1213882281,430198.7658098735,54281126.58098735,571440.4314242273,1073345.6942513883,0.020172720537551304
Dublin,1.95,97.35,24337500.0,19751193.39045288,1251250.0,5005000.0,5005000.0,735916.1706970894,440886.9339045288,55349943.39045288,568566.4446887815,1068816.8094655275,0.019690394742836716
Dublin,1.99,99.71,24927500.0,20230010.199918404,1251250.0,5005000.0,5005000.0,753264.2200059505,451575.10199918406,56418760.199918404,565828.5046627059,1068816.8094655275,0.019310169875438103
Dublin,2.04,102.08,25520000.0,20710855.8941698,1251250.0,5005000.0,5005000.0,770685.7779983238,462308.558941698,57492105.8941698,563206.3665181211,1073345.6942513958,0.019024623909636145
Dublin,2.09,104.44,26110000.0,21189672.703635324,1251250.0,5005000.0,5005000.0,788033.8273071848,472996.7270363532,58560922.70363532,560713.5456112153,1068816.80946552,0.018590670716306244
Dublin,2.13,106.8,26700000.0,21668489.513100848,1251250.0,5005000.0,5005000.0,805381.8766160461,483684.89513100847,59629739.51310085,558330.8943174237,1068816.8094655275,0.018251365588527142
Dublin,2.18,109.16,27290000.0,22147306.32256637,1251250.0,5005000.0,5005000.0,822729.9259249073,494373.06322566373,60698556.322566375,556051.2671543274,1068816.8094655275,0.01792422402299284
Dublin,2.23,111.53,27882500.0,22628152.016817767,1251250.0,5005000.0,5005000.0,840151.4839172804,505106.52016817767,61771902.01681776,553859.0694594976,1073345.6942513883,0.01768321619623665
Dublin,2.28,113.89,28472500.0,23106968.82628329,1251250.0,5005000.0,5005000.0,857499.5332261416,515794.68826283293,62840718.82628329,551766.7822133927,1068816.8094655275,0.017302637195379476
Dublin,2.32,116.25,29062500.0,23585785.635748815,1251250.0,5005000.0,5005000.0,874847.5825350027,526482.8563574882,63909535.63574882,549759.4463290221,1068816.8094655275,0.017008347921992455
Dublin,2.37,118.62,29655000.0,24066631.33000021,1251250.0,5005000.0,5005000.0,892269.140527376,537216.3133000021,64982881.33000021,547823.9869330652,1073345.6942513883,0.01679476596996263
Dublin,2.42,120.98,30245000.0,24545448.139465734,1251250.0,5005000.0,5005000.0,909617.1898362372,547904.4813946574,66051698.139465734,545972.04611891,1068816.8094655275,0.01644766725620851
Dublin,2.46,123.34,30835000.0,25024264.94893126,1251250.0,5005000.0,5005000.0,926965.2391450984,558592.6494893127,67120514.94893126,544190.9757494022,1068816.8094655275,0.016181519015737642
Dublin,2.51,125.7,31425000.0,25503081.758396782,1251250.0,5005000.0,5005000.0,944313.2884539594,569280.8175839678,68189331.75839677,542476.7840763467,1068816.8094655126,0.015923846982978652
Dublin,2.56,128.07,32017500.0,25983927.452648178,1251250.0,5005000.0,5005000.0,961734.8464463326,580014.2745264817,69262677.45264818,540818.9072589068,1073345.6942514032,0.015740668907775774
Dublin,2.61,130.43,32607500.0,26462744.2621137,1251250.0,5005000.0,5005000.0,979082.8957551938,590702.442621137,70331494.2621137,539227.8943656652,1068816.8094655275,0.015431352768541618
Dublin,2.65,132.79,33197499.999999996,26941561.071579225,1251250.0,5005000.0,5005000.0,996430.9450640548,601390.6107157922,71400311.07157922,537693.4337794957,1068816.8094655126,0.015196844894013076
Dublin,2.7,135.16,33790000.0,27422406.76583062,1251250.0,5005000.0,5005000.0,1013852.5030564282,612124.0676583062,72473656.76583062,536206.398089898,1073345.6942514032,0.015032787366645617
Dublin,2.75,137.52,34380000.0,27901223.57529615,1251250.0,5005000.0,5005000.0,1031200.5523652893,622812.2357529615,73542473.57529615,534776.5675923221,1068816.8094655275,0.014747659455338066
Dublin,2.79,139.88,34970000.0,28380040.384761672,1251250.0,5005000.0,5005000.0,1048548.6016741506,633500.4038476167,74611290.38476168,533394.9841632948,1068816.8094655275,0.014533326899471555
Dublin,2.84,142.25,35562500.0,28860886.07901307,1251250.0,5005000.0,5005000.0,1065970.1596665238,644233.8607901307,75684636.07901306,532053.6806960497,1073345.6942513883,0.014385834753912852
Helsinki,1.0,50.09,12522500.0,8380893.270819937,1251250.0,5005000.0,5005000.0,296547.3359246652,209033.93270819937,32164643.270819936,642137.01878259,,
Helsinki,1.05,52.46,13115000.0,8777433.838834375,1251250.0,5005000.0,5005000.0,309785.97587841266,218924.33838834375,33153683.838834375,631980.24854812,989040.5680144392,0.030749309410550995
Helsinki,1.1,54.82,13705000.0,9172301.239895167,1251250.0,5005000.0,5005000.0,322968.75659184897,228773.01239895166,34138551.239895165,622738.9864993646,984867.4010607898,0.029706122729781573
Helsinki,1.14,57.18,14295000.0,9567168.640955959,1251250.0,5005000.0,5005000.0,336151.5373052853,238621.6864095596,35123418.640955955,614260.5568547737,984867.4010607898,0.028849127021824204
Helsinki,1.19,59.54,14885000.0,9962036.04201675,1251250.0,5005000.0,5005000.0,349334.31801872165,248470.36042016753,36108286.04201675,606454.2499498951,984867.4010607973,0.028040191962190847
Helsinki,1.24,61.91,15477500.0,10358576.61003119,1251250.0,5005000.0,5005000.0,362572.95797246904,258360.76610031188,37097326.61003119,599213.8040709286,989040.5680144355,0.02739095859780097
Helsinki,1.28,64.27,16067499.999999998,10753444.01109198,1251250.0,5005000.0,5005000.0,375755.73868590535,268209.44011091976,38082194.01109198,592534.526390104,984867.4010607898,0.026548204171523232
Helsinki,1.33,66.63,16657499.999999998,11148311.41215277,1251250.0,5005000.0,5005000.0,388938.51939934166,278058.1141215277,39067061.41215277,586328.4018032834,984867.4010607898,0.025861624484501425
Helsinki,1.38,69.0,17250000.0,11544851.980167212,1251250.0,5005000.0,5005000.0,402177.1593530891,287948.5198016721,40056101.98016721,580523.2171038726,989040.5680144429,0.025316482281075216
Helsinki,1.43,71.36,17840000.0,11939719.381228004,1251250.0,5005000.0,5005000.0,415359.9400665255,297797.19381228,41040969.381228,575125.6920015134,984867.4010607898,0.024587200260984522
Helsinki,1.47,73.72,18430000.0,12334586.782288795,1251250.0,5005000.0,5005000.0,428542.7207799618,307645.86782288796,42025836.7822888,570073.7490815084,984867.4010607973,0.023997176867641735
Helsinki,1.52,76.08,19020000.0,12729454.183349587,1251250.0,5005000.0,5005000.0,441725.50149339816,317494.5418334959,43010704.18334959,565335.2284877707,984867.4010607898,0.023434807643755197
Helsinki,1.57,78.45,19612500.0,13125994.751364026,1251250.0,5005000.0,5005000.0,454964.14144714555,327384.9475136403,43999744.75136402,560863.5404890252,989040.5680144355,0.02299521913889788
Helsinki,1.61,80.81,20202500.0,13520862.152424816,1251250.0,5005000.0,5005000.0,468146.92216058186,337233.62152424816,44984612.15242481,556671.3544415891,984867.4010607898,0.022383479873033997
Helsinki,1.66,83.17,20792500.0,13915729.553485608,1251250.0,5005000.0,5005000.0,481329.70287401817,347082.2955348561,45969479.55348561,552717.0801188602,984867.4010607973,0.02189342875122932
Helsinki,1.71,85.54,21385000.0,14312270.121500047,1251250.0,5005000.0,5005000.0,494568.3428277657,356972.7012150005,46958520.121500045,548965.6315349549,989040.5680144355,0.021515156961124264
Helsinki,1.76,87.9,21975000.0,14707137.522560839,1251250.0,5005000.0,5005000.0,507751.12354120193,366821.37522560835,47943387.522560835,545431.0298357318,984867.4010607898,0.020973135407856825
Helsinki,1.8,90.26,22565000.0,15102004.92362163,1251250.0,5005000.0,5005000.0,520933.90425463836,376670.04923621635,48928254.92362163,542081.2643875651,984867.4010607973,0.020542298989560257
Helsinki,1.85,92.62,23155000.0,15496872.324682422,1251250.0,5005000.0,5005000.0,534116.6849680746,386518.72324682423,49913122.32468242,538902.2060535783,984867.4010607898,0.02012880701750339
Helsinki,1.9,94.99,23747500.0,15893412.892696861,1251250.0,5005000.0,5005000.0,547355.3249218221,396409.1289269686,50902162.89269686,535868.648201883,989040.5680144355,0.01981524140246677
Helsinki,1.95,97.35,24337500.0,16288280.293757653,1251250.0,5005000.0,5005000.0,560538.1056352584,406257.80293757655,51887030.293757655,532994.6614664372,984867.4010607973,0.019348242689351425
Helsinki,1.99,99.71,24927500.0,16683147.694818445,1251250.0,5005000.0,5005000.0,573720.8863486947,416106.4769481844,52871897.694818445,530256.7214403616,984867.4010607898,0.01898099381454243
Helsinki,2.04,102.08,25520000.0,17079688.262832884,1251250.0,5005000.0,5005000.0,586959.5263024421,425996.8826283288,53860938.26283288,527634.5832957766,989040.5680144355,0.018706356517090995
Helsinki,2.09,104.44,26110000.0,17474555.663893674,1251250.0,5005000.0,5005000.0,600142.3070158784,435845.5566389367,54845805.66389367,525141.7623888708,984867.4010607898,0.018285374017340587
Helsinki,2.13,106.8,26700000.0,17869423.064954467,1251250.0,5005000.0,5005000.0,613325.0877293148,445694.2306495447,55830673.06495447,522759.1110950793,984867.4010607973,0.017957023133113703
Helsinki,2.18,109.16,27290000.0,18264290.466015257,1251250.0,5005000.0,5005000.0,626507.868442751,455542.90466015256,56815540.46601526,520479.48393198295,984867.4010607898,0.017640256636615795
Helsinki,2.23,111.53,27882500.0,18660831.034029696,1251250.0,5005000.0,5005000.0,639746.5083964985,465433.31034029694,57804581.03402969,518287.28623715317,989040.5680144355,0.017407923253076142
Helsinki,2.28,113.89,28472500.0,19055698.43509049,1251250.0,5005000.0,5005000.0,652929.2891099348,475281.9843509049,58789448.43509049,516194.9989910483,984867.4010607973,0.0170378780270201
Helsinki,2.32,116.25,29062500.0,19450565.83615128,1251250.0,5005000.0,5005000.0,666112.0698233711,485130.6583615128,59774315.83615128,514187.66310667765,984867.4010607898,0.016752451796655028
Helsinki,2.37,118.62,29655000.0,19847106.40416572,1251250.0,5005000.0,5005000.0,679350.7097771185,495021.06404165714,60763356.404165715,512252.2037107209,989040.5680144355,0.016546246563917465
Helsinki,2.42,120.98,30245000.0,20241973.805226512,1251250.0,5005000.0,5005000.0,692533.490490555,504869.73805226514,61748223.80522651,510400.2628965656,984867.4010607973,0.016208245550327734
Helsinki,2.46,123.34,30835000.0,20636841.206287302,1251250.0,5005000.0,5005000.0,705716.2712039913,514718.412062873,62733091.2062873,508619.1925270577,984867.4010607898,0.015949728435385835
Helsinki,2.51,125.7,31425000.0,21031708.607348096,1251250.0,5005000.0,5005000.0,718899.0519174277,524567.086073481,63717958.6073481,506905.00085400237,984867.4010607973,0.015699328410618652
Helsinki,2.56,128.07,32017500.0,21428249.175362535,1251250.0,5005000.0,5005000.0,732137.6918711751,534457.4917536253,64706999.175362535,505247.12403656234,989040.5680144355,0.015522163447031353
Helsinki,2.61,130.43,32607500.0,21823116.576423325,1251250.0,5005000.0,5005000.0,745320.4725846113,544306.1657642332,65691866.576423325,503656.11114332074,984867.4010607898,0.015220415312286377
Helsinki,2.65,132.79,33197499.999999996,22217983.977484114,1251250.0,5005000.0,5005000.0,758503.2532980476,554154.8397748411,66676733.97748411,502121.65055715124,984867.4010607824,0.014992227385029873
Helsinki,2.7,135.16,33790000.0,22614524.545498554,1251250.0,5005000.0,5005000.0,771741.8932517951,564045.2454549855,67665774.54549855,500634.61486755364,989040.5680144429,0.014833368538243482
Helsinki,2.75,137.52,34380000.0,23009391.946559347,1251250.0,5005000.0,5005000.0,784924.6739652315,573893.9194655935,68650641.94655934,499204.7843699777,984867.4010607898,0.014554882548467154
Helsinki,2.79,139.88,34970000.0,23404259.347620137,1251250.0,5005000.0,5005000.0,798107.4546786678,583742.5934762014,69635509.34762013,497823.2009409503,984867.4010607898,0.014346077081514455
Helsinki,2.84,142.25,35562500.0,23800799.915634576,1251250.0,5005000.0,5005000.0,811346.0946324152,593632.9991563457,70624549.91563457,496481.89747370523,989040.5680144429,0.014203106680489075
Lisbon,1.0,50.09,12522500.0,3971792.7998948894,1251250.0,5005000.0,5005000.0,112567.96825370195,164942.9279989489,27755542.79989489,554113.4517846854,,
Lisbon,1.05,52.46,13115000.0,4159717.5141242943,1251250.0,5005000.0,5005000.0,117518.55361738549,172747.17514124294,28535967.514124293,543956.6815502152,780424.7142294012,0.028117796861546394
Lisbon,1.1,54.82,13705000.0,4346849.297070031,1251250.0,5005000.0,5005000.0,122448.25043523074,180518.49297070032,29313099.29707003,534715.4195014599,777131.7829457372,0.02723341279951642
Lisbon,1.14,57.18,14295000.0,4533981.080015767,1251250.0,5005000.0,5005000.0,127377.947253076,188289.8108001577,30090231.080015767,526236.989856869,777131.7829457372,0.02651141645139567
Lisbon,1.19,59.54,14885000.0,4721112.862961504,1251250.0,5005000.0,5005000.0,132307.64407092126,196061.12862961506,30867362.862961505,518430.68295199034,777131.7829457372,0.02582671368921006
Lisbon,1.24,61.91,15477500.0,4909037.577190909,1251250.0,5005000.0,5005000.0,137258.22943460481,203865.3757719091,31647787.57719091,511190.2370730239,780424.7142294049,0.025283167781263733
Lisbon,1.28,64.27,16067499.999999998,5096169.360136644,1251250.0,5005000.0,5005000.0,142187.92625245004,211636.69360136642,32424919.360136643,504510.95939219923,777131.7829457335,0.024555643298927645
Lisbon,1.33,66.63,16657499.999999998,5283301.143082381,1251250.0,5005000.0,5005000.0,147117.6230702953,219408.0114308238,33202051.14308238,498304.8348053787,777131.7829457372,0.02396711536316562
Lisbon,1.38,69.0,17250000.0,5471225.857311786,1251250.0,5005000.0,5005000.0,152068.20843397887,227212.25857311787,33982475.857311785,492499.6501059679,780424.7142294049,0.02350531630911019
Lisbon,1.43,71.36,17840000.0,5658357.640257522,1251250.0,5005000.0,5005000.0,156997.90525182412,234983.57640257524,34759607.64025752,487102.12500360876,777131.7829457372,0.022868603988974126
Lisbon,1.47,73.72,18430000.0,5845489.423203259,1251250.0,5005000.0,5005000.0,161927.60206966937,242754.8942320326,35536739.42320326,482050.18208360363,777131.7829457372,0.02235732321804711
Lisbon,1.52,76.08,19020000.0,6032621.206148996,1251250.0,5005000.0,5005000.0,166857.29888751463,250526.21206148996,36313871.206149,477311.6614898659,777131.7829457372,0.021868404236273824
Lisbon,1.57,78.45,19612500.0,6220545.9203784,1251250.0,5005000.0,5005000.0,171807.88425119818,258330.45920378403,37094295.9203784,472839.97349112044,780424.7142294049,0.02149109109846863
Lisbon,1.61,80.81,20202500.0,6407677.703324137,1251250.0,5005000.0,5005000.0,176737.58106904346,266101.7770332414,37871427.70332414,468647.7874436844,777131.7829457372,0.02095016939029718
Lisbon,1.66,83.17,20792500.0,6594809.486269874,1251250.0,5005000.0,5005000.0,181667.27788688868,273873.09486269875,38648559.48626988,464693.51312095555,777131.7829457372,0.020520266334652208
Lisbon,1.71,85.54,21385000.0,6782734.2004992785,1251250.0,5005000.0,5005000.0,186617.86325057223,281677.34200499277,39428984.20049928,460942.06453705026,780424.7142294049,0.020192853876136195
Lisbon,1.76,87.9,21975000.0,6969865.983445015,1251250.0,5005000.0,5005000.0,191547.5600684175,289448.65983445017,40206115.98344502,457407.4628378273,777131.7829457372,0.019709657722703812
Lisbon,1.8,90.26,22565000.0,7156997.766390751,1251250.0,5005000.0,5005000.0,196477.25688626274,297219.9776639075,40983247.766390756,454057.69738966046,777131.7829457372,0.019328695745336938
Lisbon,1.85,92.62,23155000.0,7344129.549336487,1251250.0,5005000.0,5005000.0,201406.95370410796,304991.29549336486,41760379.549336486,450878.63905567356,777131.7829457298,0.018962181508295064
