City,ILR,DC_Nominal_Power_MW,ModuleCost,MountingCost,InverterCost,AccessCost,HV_ConnectionSubstationCost,OMCost,TaxesInsuranceCost,TotalCost,ratio_NominalPower_TotalCost,Incremental_Cost,Incremental_Cost_Percentage
Athens,1.52,76.08,19020000.0,4475340.538970605,1251250.0,5005000.0,5005000.0,116455.7516723045,234953.40538970605,34756590.538970605,456842.6726994033,728824.969400242,0.021418537397354127
Athens,1.57,78.45,19612500.0,4614753.749766613,1251250.0,5005000.0,5005000.0,119900.08486187707,242272.53749766614,35488503.74976662,452370.98470065795,731913.2107960135,0.02105825684988752
Athens,1.61,80.81,20202500.0,4753578.719166858,1251250.0,5005000.0,5005000.0,123329.88500001686,249560.7871916686,36217328.71916686,448178.79865322186,728824.969400242,0.020536931467701986
Athens,1.66,83.17,20792500.0,4892403.688567103,1251250.0,5005000.0,5005000.0,126759.68513815661,256849.03688567103,36946153.6885671,444224.524330493,728824.969400242,0.02012365337741032
Athens,1.71,85.54,21385000.0,5031816.899363112,1251250.0,5005000.0,5005000.0,130204.0183277292,264168.16899363114,37678066.899363115,440473.0757465877,731913.2107960135,0.019810268126029644
Athens,1.76,87.9,21975000.0,5170641.8687633565,1251250.0,5005000.0,5005000.0,133633.81846586897,271456.4186876336,38406891.86876336,436938.47404736467,728824.969400242,0.019343480952643075
Athens,1.8,90.26,22565000.0,5309466.838163601,1251250.0,5005000.0,5005000.0,137063.61860400872,278744.668381636,39135716.8381636,433588.70859919785,728824.969400242,0.01897641110586721
Athens,1.85,92.62,23155000.0,5448291.807563846,1251250.0,5005000.0,5005000.0,140493.41874214853,286032.9180756385,39864541.80756384,430409.65026521095,728824.969400242,0.018623013152259952
Athens,1.9,94.99,23747500.0,5587705.018359855,1251250.0,5005000.0,5005000.0,143937.75193172108,293352.05018359853,40596455.018359855,427376.0924135157,731913.2107960135,0.018360005599189936
Athens,1.95,97.35,24337500.0,5726529.9877601,1251250.0,5005000.0,5005000.0,147367.5520698609,300640.29987760104,41325279.9877601,424502.1056780699,728824.969400242,0.017952921482199097
Athens,1.99,99.71,24927500.0,5865354.957160344,1251250.0,5005000.0,5005000.0,150797.35220800067,307928.5495716035,42054104.957160346,421764.1656519943,728824.9694002494,0.017636298401755922
Athens,2.04,102.08,25520000.0,6004768.167956353,1251250.0,5005000.0,5005000.0,154241.68539757322,315247.68167956354,42786018.16795635,419142.0275074094,731913.210796006,0.017404084845976178
Athens,2.09,104.44,26110000.0,6143593.137356598,1251250.0,5005000.0,5005000.0,157671.48553571297,322535.931373566,43514843.137356594,416649.2066005036,728824.969400242,0.017034185479453647
Athens,2.13,106.8,26700000.0,6282418.106756843,1251250.0,5005000.0,5005000.0,161101.28567385275,329824.1810675684,44243668.10675684,414266.55530671205,728824.9694002494,0.016748881918284296
Athens,2.18,109.16,27290000.0,6421243.076157087,1251250.0,5005000.0,5005000.0,164531.08581199253,337112.43076157087,44972493.076157086,411986.92814361566,728824.969400242,0.01647297795566224
Athens,2.23,111.53,27882500.0,6560656.286953096,1251250.0,5005000.0,5005000.0,167975.4190015651,344431.562869531,45704406.2869531,409794.73044878594,731913.2107960135,0.016274686163308332
Athens,2.28,113.89,28472500.0,6699481.256353341,1251250.0,5005000.0,5005000.0,171405.2191397049,351719.8125635334,46433231.25635334,407702.443202681,728824.969400242,0.01594649244154593
Athens,2.32,116.25,29062500.0,6838306.225753586,1251250.0,5005000.0,5005000.0,174835.01927784464,359008.0622575358,47162056.22575358,405695.1073183104,728824.969400242,0.015696193215080603
Athens,2.37,118.62,29655000.0,6977719.436549595,1251250.0,5005000.0,5005000.0,178279.35246741725,366327.194365496,47893969.4365496,403759.6479223537,731913.2107960135,0.015519111535182402
Athens,2.42,120.98,30245000.0,7116544.405949839,1251250.0,5005000.0,5005000.0,181709.152605557,373615.4440594984,48622794.40594984,401907.7071081984,728824.969400242,0.015217468461573153
Athens,2.46,123.34,30835000.0,7255369.375350084,1251250.0,5005000.0,5005000.0,185138.9527436968,380903.6937535009,49351619.37535009,400126.6367386905,728824.9694002494,0.01498936822337519
Athens,2.51,125.7,31425000.0,7394194.344750329,1251250.0,5005000.0,5005000.0,188568.75288183655,388191.9434475033,50080444.34475033,398412.4450656351,728824.969400242,0.014768005156164582
Athens,2.56,128.07,32017500.0,7533607.555546338,1251250.0,5005000.0,5005000.0,192013.0860714091,395511.0755554634,50812357.555546336,396754.56824819505,731913.210796006,0.014614750734988809
Athens,2.61,130.43,32607500.0,7672432.5249465825,1251250.0,5005000.0,5005000.0,195442.88620954892,402799.3252494659,51541182.524946585,395163.55535495345,728824.9694002494,0.01434345904150428
Athens,2.65,132.79,33197499.999999996,7811257.494346826,1251250.0,5005000.0,5005000.0,198872.68634768864,410087.5749434682,52270007.49434682,393629.09476878395,728824.9694002345,0.014140633444866617
Athens,2.7,135.16,33790000.0,7950670.705142836,1251250.0,5005000.0,5005000.0,202317.01953726122,417406.7070514283,53001920.70514283,392142.0590791864,731913.2107960135,0.01400254650575997
Athens,2.75,137.52,34380000.0,8089495.674543081,1251250.0,5005000.0,5005000.0,205746.81967540103,424694.9567454308,53730745.67454308,390712.22858161054,728824.9694002494,0.013750916187637909
Athens,2.79,139.88,34970000.0,8228320.643943326,1251250.0,5005000.0,5005000.0,209176.6198135408,431983.20643943327,54459570.643943325,389330.64515258314,728824.969400242,0.013564393351524798
Athens,2.84,142.25,35562500.0,8367733.854739334,1251250.0,5005000.0,5005000.0,212620.9530031134,439302.3385473934,55191483.85473934,387989.34168533806,731913.2107960135,0.01343956998084436
Berlin,1.0,50.09,12522500.0,8832402.616711272,1251250.0,5005000.0,5005000.0,318892.6197254782,213549.02616711275,32616152.616711274,651150.9805692008,,
Berlin,1.05,52.46,13115000.0,9250306.274159977,1251250.0,5005000.0,5005000.0,333145.8309979629,223653.06274159974,33626556.274159975,640994.2103347308,1010403.6574487016,0.030978627961503014
Berlin,1.1,54.82,13705000.0,9666446.625037171,1251250.0,5005000.0,5005000.0,347338.90213849646,233714.4662503717,34632696.62503717,631752.9482859754,1006140.3508771956,0.029921004775929287
Berlin,1.14,57.18,14295000.0,10082586.975914365,1251250.0,5005000.0,5005000.0,361531.97327903,243775.86975914368,35638836.97591437,623274.5186413846,1006140.3508771956,0.029051747306036286
Berlin,1.19,59.54,14885000.0,10498727.326791557,1251250.0,5005000.0,5005000.0,375725.0444195633,253837.27326791556,36644977.326791555,615468.2117365059,1006140.3508771881,0.0282315708438287
Berlin,1.24,61.91,15477500.0,10916630.984240264,1251250.0,5005000.0,5005000.0,389978.2556920483,263941.30984240264,37655380.98424026,608227.7658575394,1010403.657448709,0.027572773437357034
Berlin,1.28,64.27,16067499.999999998,11332771.335117456,1251250.0,5005000.0,5005000.0,404171.3268325817,274002.71335117455,38661521.33511745,601548.4881767147,1006140.3508771881,0.026719696483705303
Berlin,1.33,66.63,16657499.999999998,11748911.685994647,1251250.0,5005000.0,5005000.0,418364.39797311515,284064.11685994646,39667661.68599465,595342.3635898941,1006140.3508771956,0.02602433417340169
Berlin,1.38,69.0,17250000.0,12166815.343443356,1251250.0,5005000.0,5005000.0,432617.60924560006,294168.15343443357,40678065.34344336,589537.1788904835,1010403.657448709,0.025471722166205968
Berlin,1.43,71.36,17840000.0,12582955.694320548,1251250.0,5005000.0,5005000.0,446810.6803861335,304229.5569432055,41684205.694320545,584139.6537881242,1006140.3508771881,0.024734223281819907
Berlin,1.47,73.72,18430000.0,12999096.045197742,1251250.0,5005000.0,5005000.0,461003.751526667,314290.9604519774,42690346.04519774,579087.7108681191,1006140.3508771956,0.024137208185168364
Berlin,1.52,76.08,19020000.0,13415236.396074936,1251250.0,5005000.0,5005000.0,475196.82266720047,324352.36396074935,43696486.396074936,574349.1902743814,1006140.3508771956,0.023568334391385823
Berlin,1.57,78.45,19612500.0,13833140.053523641,1251250.0,5005000.0,5005000.0,489450.03393968544,334456.4005352364,44706890.053523645,569877.502275636,1010403.657448709,0.023123224331818796
Berlin,1.61,80.81,20202500.0,14249280.404400835,1251250.0,5005000.0,5005000.0,503643.10508021875,344517.8040440083,45713030.40440083,565685.3162281999,1006140.3508771881,0.022505263722719795
Berlin,1.66,83.17,20792500.0,14665420.755278029,1251250.0,5005000.0,5005000.0,517836.1762207523,354579.2075527803,46719170.75527803,561731.041905471,1006140.3508771956,0.022009924565848375
Berlin,1.71,85.54,21385000.0,15083324.412726734,1251250.0,5005000.0,5005000.0,532089.3874932372,364683.24412726733,47729574.41272673,557979.5933215657,1010403.6574487016,0.021627174479216388
Berlin,1.76,87.9,21975000.0,15499464.763603928,1251250.0,5005000.0,5005000.0,546282.4586337706,374744.64763603924,48735714.763603926,554444.9916223427,1006140.3508771956,0.021080019322546398
Berlin,1.8,90.26,22565000.0,15915605.114481121,1251250.0,5005000.0,5005000.0,560475.5297743041,384806.0511448112,49741855.11448112,551095.226174176,1006140.3508771956,0.02064482599173012
Berlin,1.85,92.62,23155000.0,16331745.465358313,1251250.0,5005000.0,5005000.0,574668.6009148376,394867.4546535832,50747995.46535832,547916.1678401891,1006140.3508771956,0.020227238179226704
Berlin,1.9,94.99,23747500.0,16749649.12280702,1251250.0,5005000.0,5005000.0,588921.8121873224,404971.49122807017,51758399.12280702,544882.6099884937,1010403.6574487016,0.01991021809203134
Berlin,1.95,97.35,24337500.0,17165789.473684214,1251250.0,5005000.0,5005000.0,603114.883327856,415032.89473684214,52764539.473684214,542008.6232530479,1006140.3508771956,0.019439170606686058
Berlin,1.99,99.71,24927500.0,17581929.824561406,1251250.0,5005000.0,5005000.0,617307.9544683894,425094.29824561405,53770679.8245614,539270.6832269722,1006140.3508771881,0.019068494881472255
Berlin,2.04,102.08,25520000.0,17999833.48201011,1251250.0,5005000.0,5005000.0,631561.1657408742,435198.3348201011,54781083.48201011,536648.5450823875,1010403.657448709,0.018790977922268637
Berlin,2.09,104.44,26110000.0,18415973.832887307,1251250.0,5005000.0,5005000.0,645754.2368814077,445259.73832887306,55787223.83288731,534155.7241754817,1006140.3508771956,0.018366565371194386
Berlin,2.13,106.8,26700000.0,18832114.1837645,1251250.0,5005000.0,5005000.0,659947.3080219412,455321.14183764503,56793364.1837645,531773.0728816901,1006140.3508771956,0.018035318514703764
Berlin,2.18,109.16,27290000.0,19248254.53464169,1251250.0,5005000.0,5005000.0,674140.3791624747,465382.54534641694,57799504.53464169,529493.4457185938,1006140.3508771881,0.017715808269812148
Berlin,2.23,111.53,27882500.0,19666158.1920904,1251250.0,5005000.0,5005000.0,688393.5904349595,475486.581920904,58809908.1920904,527301.248023764,1010403.657448709,0.017481181985619466
Berlin,2.28,113.89,28472500.0,20082298.54296759,1251250.0,5005000.0,5005000.0,702586.6615754929,485547.9854296759,59816048.54296759,525208.9607776591,1006140.3508771881,0.017108347586444767
Berlin,2.32,116.25,29062500.0,20498438.893844783,1251250.0,5005000.0,5005000.0,716779.7327160265,495609.38893844787,60822188.89384478,523201.6248932885,1006140.3508771956,0.01682057533697593
Berlin,2.37,118.62,29655000.0,20916342.551293492,1251250.0,5005000.0,5005000.0,731032.9439885113,505713.4255129349,61832592.55129349,521266.1654973317,1010403.657448709,0.016612418523973282
Berlin,2.42,120.98,30245000.0,21332482.902170684,1251250.0,5005000.0,5005000.0,745226.015129045,515774.8290217069,62838732.90217069,519414.22468317644,1006140.3508771956,0.01627200654804418
Berlin,2.46,123.34,30835000.0,21748623.253047876,1251250.0,5005000.0,5005000.0,759419.0862695782,525836.2325304787,63844873.253047876,517633.1543136685,1006140.3508771881,0.016011467838531676
Berlin,2.51,125.7,31425000.0,22164763.60392507,1251250.0,5005000.0,5005000.0,773612.1574101119,535897.6360392508,64851013.60392507,515918.96264061314,1006140.3508771956,0.015759140861465546
Berlin,2.56,128.07,32017500.0,22582667.261373777,1251250.0,5005000.0,5005000.0,787865.3686825966,546001.6726137378,65861417.26137377,514261.0858231731,1010403.6574487016,0.015580383424994725
Berlin,2.61,130.43,32607500.0,22998807.61225097,1251250.0,5005000.0,5005000.0,802058.43982313,556063.0761225097,66867557.61225097,512670.0729299315,1006140.3508771956,0.01527662769363565
Berlin,2.65,132.79,33197499.999999996,23414947.96312816,1251250.0,5005000.0,5005000.0,816251.5109636635,566124.4796312816,67873697.96312815,511135.61234376195,1006140.3508771807,0.01504676388378874
Berlin,2.7,135.16,33790000.0,23832851.62057687,1251250.0,5005000.0,5005000.0,830504.7222361485,576228.5162057688,68884101.62057687,509648.5766541645,1010403.6574487239,0.014886527296591645
Berlin,2.75,137.52,34380000.0,24248991.97145406,1251250.0,5005000.0,5005000.0,844697.7933766819,586289.9197145406,69890241.97145405,508218.7461565885,1006140.3508771807,0.014606278186208197
Berlin,2.79,139.88,34970000.0,24665132.322331257,1251250.0,5005000.0,5005000.0,858890.8645172154,596351.3232233126,70896382.32233125,506837.16272756114,1006140.3508771956,0.01439600611610621
Berlin,2.84,142.25,35562500.0,25083035.979779962,1251250.0,5005000.0,5005000.0,873144.0757897003,606455.3597977996,71906785.97977996,505495.85926031607,1010403.657448709,0.014251836614947385
Bratislava,1.0,50.09,12522500.0,3290805.1711857496,1251250.0,5005000.0,5005000.0,89688.36318837709,158133.05171185752,27074555.17118575,540518.1707164254,,
Bratislava,1.05,52.46,13115000.0,3446509.069283379,1251250.0,5005000.0,5005000.0,93620.79402401057,165615.0906928338,27822759.06928338,530361.4004819554,748203.8980976306,0.027634947032995426
Bratislava,1.1,54.82,13705000.0,3601555.9889080217,1251250.0,5005000.0,5005000.0,97536.6323244726,173065.55988908024,28567805.988908023,521120.13843319996,745046.9196246415,0.026778326253314725
Bratislava,1.14,57.18,14295000.0,3756602.9085326646,1251250.0,5005000.0,5005000.0,101452.4706249346,180516.02908532665,29312852.908532664,512641.708788609,745046.9196246415,0.02607994887370489
Bratislava,1.19,59.54,14885000.0,3911649.8281573076,1251250.0,5005000.0,5005000.0,105368.30892539663,187966.49828157306,30057899.828157306,504835.4018837304,745046.9196246415,0.02541707291164983
Bratislava,1.24,61.91,15477500.0,4067353.7262549363,1251250.0,5005000.0,5005000.0,109300.73976103011,195448.53726254936,30806103.726254936,497594.95600476395,748203.8980976306,0.024892088348658893
Bratislava,1.28,64.27,16067499.999999998,4222400.645879579,1251250.0,5005000.0,5005000.0,113216.57806149214,202899.00645879577,31551150.645879578,490915.6783239393,745046.9196246415,0.024185042232058213
Bratislava,1.33,66.63,16657499.999999998,4377447.565504222,1251250.0,5005000.0,5005000.0,117132.41636195417,210349.4756550422,32296197.56550422,484709.5537371187,745046.9196246415,0.02361393814085639
Bratislava,1.38,69.0,17250000.0,4533151.463601851,1251250.0,5005000.0,5005000.0,121064.84719758766,217831.51463601852,33044401.46360185,478904.369037708,748203.8980976306,0.023166934639289923
Bratislava,1.43,71.36,17840000.0,4688198.383226494,1251250.0,5005000.0,5005000.0,124980.6854980497,225281.98383226496,33789448.3832265,473506.8439353489,745046.919624649,0.022546842630674135
Bratislava,1.47,73.72,18430000.0,4843245.302851138,1251250.0,5005000.0,5005000.0,128896.52379851173,232732.45302851137,34534495.30285114,468454.9010153437,745046.9196246415,0.022049691701818135
Bratislava,1.52,76.08,19020000.0,4998292.22247578,1251250.0,5005000.0,5005000.0,132812.36209897377,240182.9222247578,35279542.22247578,463716.38042160595,745046.9196246415,0.021573991833120292
Bratislava,1.57,78.45,19612500.0,5153996.120573409,1251250.0,5005000.0,5005000.0,136744.79293460722,247664.9612057341,36027746.12057341,459244.69242286053,748203.8980976269,0.021207868667325377
Bratislava,1.61,80.81,20202500.0,5309043.040198052,1251250.0,5005000.0,5005000.0,140660.63123506928,255115.4304019805,36772793.04019805,455052.50637542445,745046.9196246415,0.020679809309502917
Bratislava,1.66,83.17,20792500.0,5464089.959822696,1251250.0,5005000.0,5005000.0,144576.4695355313,262565.89959822694,37517839.9598227,451098.23205269565,745046.919624649,0.020260819427292444
Bratislava,1.71,85.54,21385000.0,5619793.857920324,1251250.0,5005000.0,5005000.0,148508.90037116478,270047.93857920327,38266043.85792033,447346.7834687903,748203.8980976269,0.019942616603164452
Bratislava,1.76,87.9,21975000.0,5774840.777544967,1251250.0,5005000.0,5005000.0,152424.7386716268,277498.4077754497,39011090.77754497,443812.1817695673,745046.9196246415,0.019470184124362553
Bratislava,1.8,90.26,22565000.0,5929887.69716961,1251250.0,5005000.0,5005000.0,156340.57697208883,284948.8769716961,39756137.69716961,440462.4163214005,745046.9196246415,0.019098336005859525
Bratislava,1.85,92.62,23155000.0,6084934.616794253,1251250.0,5005000.0,5005000.0,160256.41527255086,292399.3461679425,40501184.61679425,437283.3579874136,745046.9196246415,0.018740425070961665
Bratislava,1.9,94.99,23747500.0,6240638.514891882,1251250.0,5005000.0,5005000.0,164188.84610818437,299881.38514891884,41249388.51489188,434249.8001357183,748203.8980976269,0.018473629973464432
Bratislava,1.95,97.35,24337500.0,6395685.434516525,1251250.0,5005000.0,5005000.0,168104.68440864637,307331.85434516525,41994435.43451653,431375.8134002725,745046.919624649,0.01806201125516495
Bratislava,1.99,99.71,24927500.0,6550732.354141168,1251250.0,5005000.0,5005000.0,172020.5227091084,314782.32354141166,42739482.35414117,428637.8733741969,745046.9196246415,0.017741562945557888
Bratislava,2.04,102.08,25520000.0,6706436.252238797,1251250.0,5005000.0,5005000.0,175952.95354474187,322264.36252238794,43487686.252238795,426015.73522961204,748203.8980976269,0.017506152552292927
Bratislava,2.09,104.44,26110000.0,6861483.1718634395,1251250.0,5005000.0,5005000.0,179868.7918452039,329714.8317186344,44232733.17186344,423522.91432270623,745046.9196246415,0.01713236513212486
