City,ILR,discount_rate,Initial_invest,NPV,IRR,npv_over_I,ppa_eur_mwh,module_factor,module_reduction_pct
Dublin,1.14,0.0578,26271000.0,-11325808.999164367,0.005949031723834652,-0.43111449884528064,35,0.55,44.99999999999999
Dublin,1.19,0.0578,26890500.0,-11317880.09272778,0.007388940183437054,-0.4208876775339908,35,0.55,44.99999999999999
Dublin,1.24,0.0578,27512625.0,-11316976.83760972,0.008720115324722277,-0.4113375891108071,35,0.55,44.99999999999999
Dublin,1.28,0.0578,28132125.0,-11322590.368876638,0.009943657507180736,-0.40247902953924164,35,0.55,44.99999999999999
Dublin,1.33,0.0578,28751625.0,-11345978.549317753,0.011020163128232285,-0.394620427517323,35,0.55,44.99999999999999
Dublin,1.38,0.0578,29373750.0,-11389876.83936319,0.011953589567390122,-0.3877569884459148,35,0.55,44.99999999999999
Dublin,1.43,0.0578,29993250.0,-11444653.6444513,0.012789217735801772,-0.3815743090345761,35,0.55,44.99999999999999
Dublin,1.47,0.0578,30612750.0,-11513615.734102203,0.01352429680400169,-0.37610524157751923,35,0.55,44.99999999999999
Dublin,1.52,0.0578,31232250.0,-11597470.174417099,0.01416298373215863,-0.3713299609991947,35,0.55,44.99999999999999
Dublin,1.57,0.0578,31854375.0,-11700085.720035167,0.014699747404249397,-0.36729917695874326,35,0.55,44.99999999999999
Dublin,1.61,0.0578,32473875.0,-11813903.886054166,0.01516438789098662,-0.3637971719129351,35,0.55,44.99999999999999
Dublin,1.66,0.0578,33093375.0,-11944457.01855335,0.015543232733373769,-0.36093196957256096,35,0.55,44.99999999999999
Dublin,1.71,0.0578,33715500.0,-12094661.66958006,0.015833807614023643,-0.3587270445219575,35,0.55,44.99999999999999
Dublin,1.76,0.0578,34335000.0,-12255705.123327963,0.016068018869507927,-0.35694495772034257,35,0.55,44.99999999999999
Dublin,1.8,0.0578,34954500.0,-12430031.123700641,0.016243430173193074,-0.3556060342359536,35,0.55,44.99999999999999
Dublin,1.85,0.0578,35574000.0,-12617988.67145845,0.01636199847698072,-0.35469693235111177,35,0.55,44.99999999999999
Dublin,1.9,0.0578,36196125.0,-12822580.98335177,0.016419199182927446,-0.3542528650056262,35,0.55,44.99999999999999
Dublin,1.95,0.0578,36815625.0,-13036224.576833265,0.01643870744801279,-0.35409488707127107,35,0.55,44.99999999999999
Dublin,1.99,0.0578,37435125.0,-13263782.448533926,0.01640854423820226,-0.35431382821705354,35,0.55,44.99999999999999
Dublin,2.04,0.0578,38057250.0,-13507713.70530551,0.01632579922521571,-0.35493141793759425,35,0.55,44.99999999999999
Dublin,2.09,0.0578,38676750.0,-13760061.697972968,0.01621374145723098,-0.35577088814269475,35,0.55,44.99999999999999
Dublin,2.13,0.0578,39296250.0,-14023033.419536062,0.016069386163288124,-0.35685423976934344,35,0.55,44.99999999999999
Dublin,2.18,0.0578,39915750.0,-14296688.781914882,0.015893939839279225,-0.3581716185193785,35,0.55,44.99999999999999
Dublin,2.23,0.0578,40537875.0,-14584553.990420336,0.015680262058190175,-0.35977598703484914,35,0.55,44.99999999999999
Dublin,2.28,0.0578,41157375.0,-14879816.1546361,0.015445818478676099,-0.361534625437995,35,0.55,44.99999999999999
Dublin,2.32,0.0578,41776875.0,-15186597.334609251,0.01518128353514614,-0.36351683400467966,35,0.55,44.99999999999999
Dublin,2.37,0.0578,42399000.0,-15508785.334025403,0.014878588461426201,-0.3657818659408336,35,0.55,44.99999999999999
Dublin,2.42,0.0578,43018500.0,-15838417.739734063,0.014557922578089189,-0.3681768945856797,35,0.55,44.99999999999999
Dublin,2.46,0.0578,43638000.0,-16177911.351001501,0.014215413735325866,-0.3707298994225561,35,0.55,44.99999999999999
Dublin,2.51,0.0578,44257500.0,-16526741.660730792,0.013853387075656531,-0.37342239531674387,35,0.55,44.99999999999999
Dublin,2.56,0.0578,44879625.0,-16887947.117082644,0.013466316216874663,-0.3762943009680372,35,0.55,44.99999999999999
Dublin,2.61,0.0578,45499125.0,-17254323.589502785,0.013070531796135931,-0.37922319581976105,35,0.55,44.99999999999999
Dublin,2.65,0.0578,46118625.0,-17629375.911875144,0.01265885586024118,-0.38226152475003633,35,0.55,44.99999999999999
Dublin,2.7,0.0578,46740750.0,-18016227.24400623,0.012225601817436038,-0.38545011032142684,35,0.55,44.99999999999999
Dublin,2.75,0.0578,47360250.0,-18407576.611458912,0.0117865851606751,-0.3886714409543639,35,0.55,44.99999999999999
Dublin,2.79,0.0578,47979750.0,-18807424.780743916,0.011333383254277907,-0.391986718995908,35,0.55,44.99999999999999
Dublin,2.84,0.0578,48601875.0,-19218657.94965045,0.010861131775184996,-0.3954303810223464,35,0.55,44.99999999999999
Helsinki,1.0,0.073,24409875.0,-12661778.566875966,0.0036115078406229184,-0.5187154201681068,35,0.55,44.99999999999999
Helsinki,1.05,0.073,25032000.0,-12720339.417430896,0.005344631912414188,-0.5081631278935321,35,0.55,44.99999999999999
Helsinki,1.1,0.073,25651500.0,-12775709.536154622,0.0069853050243413595,-0.49804921880414876,35,0.55,44.99999999999999
Helsinki,1.14,0.073,26271000.0,-12831364.812956227,0.008528927938490138,-0.48842315910914036,35,0.55,44.99999999999999
Helsinki,1.19,0.073,26890500.0,-12887306.578022664,0.009984069907784221,-0.4792512812339921,35,0.55,44.99999999999999
Helsinki,1.24,0.073,27512625.0,-12947387.475412276,0.011343359833460465,-0.4705980427317377,35,0.55,44.99999999999999
Helsinki,1.28,0.073,28132125.0,-13016247.807080928,0.012575490757812169,-0.46268270907657805,35,0.55,44.99999999999999
Helsinki,1.33,0.073,28751625.0,-13111599.031090617,0.0136027478825691,-0.45602984287290255,35,0.55,44.99999999999999
Helsinki,1.38,0.073,29373750.0,-13242426.098540954,0.01440090013651174,-0.4508251788941131,35,0.55,44.99999999999999
Helsinki,1.43,0.073,29993250.0,-13398525.548910685,0.015027278078476147,-0.44671802985373993,35,0.55,44.99999999999999
Helsinki,1.47,0.073,30612750.0,-13578349.043455165,0.01550783702105818,-0.4435520834768247,35,0.55,44.99999999999999
Helsinki,1.52,0.073,31232250.0,-13780060.789966373,0.015861413092045362,-0.4412125540096014,35,0.55,44.99999999999999
Helsinki,1.57,0.073,31854375.0,-14005511.414408952,0.016092874427348525,-0.4396730877441153,35,0.55,44.99999999999999
Helsinki,1.61,0.073,32473875.0,-14245730.047545737,0.0162408394689606,-0.4386827887816202,35,0.55,44.99999999999999
Helsinki,1.66,0.073,33093375.0,-14504928.0130183,0.016296217824702586,-0.4383030746491798,35,0.55,44.99999999999999
Helsinki,1.71,0.073,33715500.0,-14784357.54134266,0.01626373606535081,-0.4385032860655384,35,0.55,44.99999999999999
Helsinki,1.76,0.073,34335000.0,-15076401.657758772,0.016171603678142965,-0.43909717948911525,35,0.55,44.99999999999999
Helsinki,1.8,0.073,34954500.0,-15385565.160448816,0.01600829288251715,-0.44015978373167447,35,0.55,44.99999999999999
Helsinki,1.85,0.073,35574000.0,-15710359.112590382,0.0157836525392121,-0.4416247571988076,35,0.55,44.99999999999999
Helsinki,1.9,0.073,36196125.0,-16051793.637380261,0.015501185400833561,-0.44346718432926896,35,0.55,44.99999999999999
Helsinki,1.95,0.073,36815625.0,-16402079.724840917,0.015186165655080464,-0.4455195239749676,35,0.55,44.99999999999999
Helsinki,1.99,0.073,37435125.0,-16764247.71644894,0.014832312411844573,-0.4478213366844358,35,0.55,44.99999999999999
Helsinki,2.04,0.073,38057250.0,-17140938.058032297,0.014435318348415382,-0.4503987560328793,35,0.55,44.99999999999999
Helsinki,2.09,0.073,38676750.0,-17524119.836522806,0.014019474017644917,-0.45309184035687605,35,0.55,44.99999999999999
Helsinki,2.13,0.073,39296250.0,-17917449.37048361,0.01357569880809062,-0.45595824971806753,35,0.55,44.99999999999999
Helsinki,2.18,0.073,39915750.0,-18321236.75552017,0.013103777354583013,-0.4589976827573118,35,0.55,44.99999999999999
Helsinki,2.23,0.073,40537875.0,-18738199.315949947,0.012598884232265073,-0.46223930869464536,35,0.55,44.99999999999999
Helsinki,2.28,0.073,41157375.0,-19160247.3623998,0.012083617512532951,-0.4655361854928746,35,0.55,44.99999999999999
Helsinki,2.32,0.073,41776875.0,-19590844.235859927,0.011549768069466948,-0.4689399155839188,35,0.55,44.99999999999999
Helsinki,2.37,0.073,42399000.0,-20033015.28450415,0.010991227977074303,-0.47248791916092714,35,0.55,44.99999999999999
Helsinki,2.42,0.073,43018500.0,-20478704.246758193,0.01042920284076998,-0.4760441262888802,35,0.55,44.99999999999999
Helsinki,2.46,0.073,43638000.0,-20931154.095391225,0.009856383120990353,-0.4796542943166787,35,0.55,44.99999999999999
Helsinki,2.51,0.073,44257500.0,-21390152.488624405,0.009273755405267758,-0.48331135939952335,35,0.55,44.99999999999999
Helsinki,2.56,0.073,44879625.0,-21858964.001705706,0.008674416956533149,-0.4870576347664604,35,0.55,44.99999999999999
Helsinki,2.61,0.073,45499125.0,-22330304.601700336,0.0080754677285646,-0.49078536349216245,35,0.55,44.99999999999999
Helsinki,2.65,0.073,46118625.0,-22807258.40146836,0.007470429552462798,-0.4945346571253666,35,0.55,44.99999999999999
Helsinki,2.7,0.073,46740750.0,-23293077.35810813,0.006852607885385664,-0.49834624729188404,35,0.55,44.99999999999999
Helsinki,2.75,0.073,47360250.0,-23780585.094923746,0.00623794630548713,-0.5021211901314656,35,0.55,44.99999999999999
Helsinki,2.79,0.073,47979750.0,-24273284.495304607,0.005618728287902552,-0.5059068564405735,35,0.55,44.99999999999999
Helsinki,2.84,0.073,48601875.0,-24774727.193959016,0.004987460911707542,-0.5097483830399345,35,0.55,44.99999999999999
Lisbon,1.0,0.0847,24409875.0,-3761202.455768391,0.065338014307043,-0.15408528129572113,35,0.55,44.99999999999999
Lisbon,1.05,0.0847,25032000.0,-3403796.4213451836,0.06768107654794142,-0.13597780526307063,35,0.55,44.99999999999999
Lisbon,1.1,0.0847,25651500.0,-3043781.8802478565,0.06990352160815516,-0.11865902111953908,35,0.55,44.99999999999999
Lisbon,1.14,0.0847,26271000.0,-2690873.0156689757,0.07197065999972163,-0.10242750621099218,35,0.55,44.99999999999999
Lisbon,1.19,0.0847,26890500.0,-2373380.819957914,0.07376280391827028,-0.08826094047927387,35,0.55,44.99999999999999
Lisbon,1.24,0.0847,27512625.0,-2124665.5765749346,0.07515136084068863,-0.07722511307354113,35,0.55,44.99999999999999
Lisbon,1.28,0.0847,28132125.0,-1945754.1334400142,0.0761614481435946,-0.06916484742762995,35,0.55,44.99999999999999
Lisbon,1.33,0.0847,28751625.0,-1821827.5246955394,0.07688624593991555,-0.06336433244018519,35,0.55,44.99999999999999
Lisbon,1.38,0.0847,29373750.0,-1746407.5479958137,0.07737375810335667,-0.05945470183397808,35,0.55,44.99999999999999
Lisbon,1.43,0.0847,29993250.0,-1708342.0690295212,0.0776846826974038,-0.05695755108331112,35,0.55,44.99999999999999
Lisbon,1.47,0.0847,30612750.0,-1706797.874507431,0.07783427608681959,-0.05575447728503421,35,0.55,44.99999999999999
Lisbon,1.52,0.0847,31232250.0,-1737626.4535228338,0.07784887855862466,-0.05563564756054507,35,0.55,44.99999999999999
Lisbon,1.57,0.0847,31854375.0,-1800894.6908912016,0.07773669346128642,-0.056535238594108396,35,0.55,44.99999999999999
Lisbon,1.61,0.0847,32473875.0,-1887110.8138668214,0.07754014159076816,-0.05811166095413071,35,0.55,44.99999999999999
Lisbon,1.66,0.0847,33093375.0,-1999430.0673929374,0.07725245310296946,-0.06041783491085262,35,0.55,44.99999999999999
Lisbon,1.71,0.0847,33715500.0,-2139568.551130608,0.07687264729510979,-0.06345949344161018,35,0.55,44.99999999999999
Lisbon,1.76,0.0847,34335000.0,-2298061.0832237215,0.07643865543947825,-0.0669305689012297,35,0.55,44.99999999999999
