City,ILR,discount_rate,Initial_invest,NPV,IRR,npv_over_I,ppa_eur_mwh,module_factor,module_reduction_pct
Athens,1.43,0.0971,38021250.0,-11488901.651404556,0.05528602762220469,-0.30217054019540535,35,1.0,0.0
Athens,1.47,0.0971,38906250.0,-11770539.237943618,0.05523060455664419,-0.3025359482844946,35,1.0,0.0
Athens,1.52,0.0971,39791250.0,-12086372.514982453,0.05504912688372898,-0.30374447937630644,35,1.0,0.0
Athens,1.57,0.0971,40680000.0,-12437802.405890986,0.054748591491370346,-0.3057473551103979,35,1.0,0.0
Athens,1.61,0.0971,41565000.0,-12814239.61979099,0.05436612784260597,-0.3082939882062069,35,1.0,0.0
Athens,1.66,0.0971,42450000.0,-13218263.921794146,0.05390132698185557,-0.31138430911175846,35,1.0,0.0
Athens,1.71,0.0971,43338750.0,-13653426.612752682,0.05335045401106142,-0.3150396957169434,35,1.0,0.0
Athens,1.76,0.0971,44223750.0,-14111164.52963676,0.05273924536520269,-0.3190856616554851,35,1.0,0.0
Athens,1.8,0.0971,45108750.0,-14594942.961492827,0.05206296099113894,-0.3235501529413435,35,1.0,0.0
Athens,1.85,0.0971,45993750.0,-15101773.518383794,0.051334550968341164,-0.32834403627414144,35,1.0,0.0
Athens,1.9,0.0971,46882500.0,-15633449.414736817,0.05055456346346188,-0.3334602338769651,35,1.0,0.0
Athens,1.95,0.0971,47767500.0,-16179129.641366825,0.049751989175766065,-0.33870580711502224,35,1.0,0.0
Athens,1.99,0.0971,48652500.0,-16741924.604082283,0.0489217041319685,-0.34411231908087525,35,1.0,0.0
Athens,2.04,0.0971,49541250.0,-17325886.75375988,0.048056154816615404,-0.3497264754877981,35,1.0,0.0
Athens,2.09,0.0971,50426250.0,-17921372.73207715,0.04717823864499948,-0.3553976893399202,35,1.0,0.0
Athens,2.13,0.0971,51311250.0,-18532285.620727587,0.0462803081328691,-0.36117392619995786,35,1.0,0.0
Athens,2.18,0.0971,52196250.0,-19158248.10304795,0.045364045772813055,-0.36704261518879133,35,1.0,0.0
Athens,2.23,0.0971,53085000.0,-19804386.824799377,0.04441887344736206,-0.37306935715926115,35,1.0,0.0
Athens,2.28,0.0971,53970000.0,-20461280.012628194,0.043465032714066654,-0.37912321683580125,35,1.0,0.0
Athens,2.32,0.0971,54855000.0,-21132122.96327815,0.04249731850015137,-0.385236039800896,35,1.0,0.0
Athens,2.37,0.0971,55743750.0,-21819678.97066503,0.04151223957341177,-0.39142825824715827,35,1.0,0.0
Athens,2.42,0.0971,56628750.0,-22514609.25556947,0.04052828497797001,-0.39758266349812543,35,1.0,0.0
Athens,2.46,0.0971,57513750.0,-23220875.52407601,0.03953811058295287,-0.4037447658008044,35,1.0,0.0
Athens,2.51,0.0971,58398750.0,-23937861.599505156,0.038543352898055216,-0.4099036640254313,35,1.0,0.0
Athens,2.56,0.0971,59287500.0,-24669382.942770615,0.03753769321500178,-0.4160975406750262,35,1.0,0.0
Athens,2.61,0.0971,60172500.0,-25405699.812549304,0.03653923849411522,-0.42221446362622966,35,1.0,0.0
Athens,2.65,0.0971,61057500.0,-26150831.4571413,0.035540834546531785,-0.42829843110414445,35,1.0,0.0
Athens,2.7,0.0971,61946250.0,-26908913.782646194,0.03453552200935994,-0.4343913276856338,35,1.0,0.0
Athens,2.75,0.0971,62831250.0,-27670544.76233889,0.03353954186509944,-0.44039462468658336,35,1.0,0.0
Athens,2.79,0.0971,63716250.0,-28439667.452802077,0.032546259159452307,-0.4463487329025496,35,1.0,0.0
Athens,2.84,0.0971,64605000.0,-29220508.812559772,0.03154875915517441,-0.45229485043819784,35,1.0,0.0
Berlin,1.0,0.0661,30045000.0,-15767175.198078949,-0.0021490295348893795,-0.524785328609717,35,1.0,0.0
Berlin,1.05,0.0661,30933750.0,-15972567.567065462,-0.0007851065706477867,-0.516347599856644,35,1.0,0.0
Berlin,1.1,0.0661,31818750.0,-16173635.517689258,0.0005015432856350088,-0.5083051822491222,35,1.0,0.0
Berlin,1.14,0.0661,32703750.0,-16375035.838266319,0.0017052819842922062,-0.5007082013000441,35,1.0,0.0
Berlin,1.19,0.0661,33588750.0,-16576976.851541992,0.0028329421063419957,-0.49352764992868126,35,1.0,0.0
Berlin,1.24,0.0661,34477500.0,-16787915.10658859,0.0038615338893506213,-0.4869237939696495,35,1.0,0.0
Berlin,1.28,0.0661,35362500.0,-17006171.846380528,0.0047913352006607735,-0.4809097729623338,35,1.0,0.0
Berlin,1.33,0.0661,36247500.0,-17246553.35225039,0.005576134901674079,-0.4757998028071009,35,1.0,0.0
Berlin,1.38,0.0661,37136250.0,-17518890.758657064,0.006195127595822747,-0.4717463599220994,35,1.0,0.0
Berlin,1.43,0.0661,38021250.0,-17811911.8990372,0.0066927557839144836,-0.468472548878251,35,1.0,0.0
Berlin,1.47,0.0661,38906250.0,-18127438.10597866,0.007078257418590805,-0.4659261199930258,35,1.0,0.0
Berlin,1.52,0.0661,39791250.0,-18465287.9162331,0.0073606115617710355,-0.46405397961192724,35,1.0,0.0
Berlin,1.57,0.0661,40680000.0,-18829377.552547373,0.0075389813833866,-0.46286572154737887,35,1.0,0.0
Berlin,1.61,0.0661,41565000.0,-19208561.86087933,0.007648302959480269,-0.4621330893992381,35,1.0,0.0
Berlin,1.66,0.0661,42450000.0,-19608561.82076485,0.00767885158969106,-0.4619213620910448,35,1.0,0.0
Berlin,1.71,0.0661,43338750.0,-20032448.899947602,0.007630820232519264,-0.4622295036185308,35,1.0,0.0
