City,ILR,ILR_ref_for_city,PAC_MW,PDC_MWp,AC_energy_MWh,AC_energy_MWh_ILR_1_0,AC_energy_delta_MWh,DC_energy_MWh,clipping_energy_MWh,energy_increase_percentage,energy_loss_to_inverter
Athens,1.66,1.0,50.05,83.17,116807.39876672249,78728.6257062137,38078.773060508785,133083.1805885931,-14114.823408833408,48.36712532313821,-13.74473603339141
Athens,1.71,1.0,50.05,85.54,118641.342508641,78728.6257062137,39912.7168024273,136863.95276440535,-16007.931819283824,50.696575031509994,-15.597193654350422
Athens,1.76,1.0,50.05,87.9,120402.21668417007,78728.6257062137,41673.590977956366,140644.72494021762,-17973.536091393733,52.93321279793057,-17.54736660413577
Athens,1.8,1.0,50.05,90.26,122097.07903250423,78728.6257062137,43368.45332629053,144425.4971160299,-20004.999683620375,55.08600326408042,-19.59505557258403
Athens,1.85,1.0,50.05,92.62,123728.14485734196,78728.6257062137,44999.51915112826,148206.26929184224,-22100.306407170192,57.157760277754534,-21.746311585684268
Athens,1.9,1.0,50.05,94.99,125298.1847146546,78728.6257062137,46569.559008440905,151987.04146765452,-24256.64408564944,59.15200296042431,-24.00660553535373
Athens,1.95,1.0,50.05,97.35,126809.68642687741,78728.6257062137,48081.06072066371,155767.81364346683,-26471.4510549478,61.07189130937527,-26.38221706493494
Athens,1.99,1.0,50.05,99.71,128263.51879270776,78728.6257062137,49534.89308649406,159548.58581927913,-28744.44659923188,62.91852886056982,-28.88335468336115
Athens,2.04,1.0,50.05,102.08,129657.92989460957,78728.6257062137,50929.304188395865,163329.35799509147,-31077.075677732504,64.68969035283978,-31.52445363210507
Athens,2.09,1.0,50.05,104.44,130995.3883241572,78728.6257062137,52266.7626179435,167110.13017090366,-33466.56780900879,66.38851135669998,-34.31454172442358
Athens,2.13,1.0,50.05,106.8,132283.06924050848,78728.6257062137,53554.44353429478,170890.90234671597,-35905.129644870736,68.02410565902711,-37.254510519226606
Athens,2.18,1.0,50.05,109.16,133525.26834071527,78728.6257062137,54796.642634501564,174671.67452252842,-38389.22276235926,69.60192959417645,-40.35192184937003
Athens,2.23,1.0,50.05,111.53,134723.41552241557,78728.6257062137,55994.78981620187,178452.44669834065,-40917.30812161132,71.12379939814248,-43.61902359596313
Athens,2.28,1.0,50.05,113.89,135880.26791391647,78728.6257062137,57151.64220770277,182233.21887415287,-43486.58938381865,72.59321713676509,-47.06662844866884
Athens,2.32,1.0,50.05,116.25,136998.2679659691,78728.6257062137,58269.642259755405,186013.99104996526,-46094.51317139557,74.01328517685079,-50.70694084701017
Athens,2.37,1.0,50.05,118.62,138080.91001689743,78728.6257062137,59352.284310683724,189794.7632257776,-48737.57264557343,75.3884419780991,-54.55087539769524
Athens,2.42,1.0,50.05,120.98,139130.01060891352,78728.6257062137,60401.38490269982,193575.53540158985,-51414.219691130886,76.7209948870384,-58.614554065096705
Athens,2.46,1.0,50.05,123.34,140147.10578391558,78728.6257062137,61418.48007770188,197356.30757740216,-54122.699877122286,78.0128949626189,-62.91551717981495
Athens,2.51,1.0,50.05,125.7,141134.20001114247,78728.6257062137,62405.57430492877,201137.0797532145,-56861.05969157224,79.26668825365178,-67.47233991275361
Athens,2.56,1.0,50.05,128.07,142093.1102887649,78728.6257062137,63364.4845825512,204917.85192902674,-59627.608827009346,80.4846826858177,-72.30612531309522
Athens,2.61,1.0,50.05,130.43,143024.66273146775,78728.6257062137,64296.037025254045,208698.62410483914,-62421.45347617237,81.66792757844298,-77.44288850641698
Athens,2.65,1.0,50.05,132.79,143929.98615855348,78728.6257062137,65201.36045233978,212479.3962806513,-65241.477344193496,82.81785674202837,-82.9110607472682
Athens,2.7,1.0,50.05,135.16,144810.22145706162,78728.6257062137,66081.59575084792,216260.16845646358,-68086.61373192216,83.93591931534554,-88.74271655191302
Athens,2.75,1.0,50.05,137.52,145665.95907498332,78728.6257062137,66937.33336876961,220040.94063227595,-70956.33331781706,85.0228652771803,-94.97615949576728
Athens,2.79,1.0,50.05,139.88,146497.94092032377,78728.6257062137,67769.31521411007,223821.71280808814,-73849.72188657885,86.0796369887114,-101.65386415360827
Athens,2.84,1.0,50.05,142.25,147307.4496517415,78728.6257062137,68578.82394552781,227602.4849839005,-76765.49175881788,87.10786366503942,-108.82245694872974
Berlin,1.0,1.0,50.05,50.09,52547.29531553561,52547.29531553561,0.0,53573.50068860917,-0.0,0.0,-0.0
Berlin,1.05,1.0,50.05,52.46,55034.29099896635,52547.29531553561,2486.995683430745,56100.55260788322,-1.3738601240529467,4.732870966044687,-0.002496433399281454
Berlin,1.1,1.0,50.05,54.82,57502.0170499204,52547.29531553561,4954.721734384795,58627.604527157244,-23.284256219301536,9.429070905805368,-0.04050934160791586
Berlin,1.14,1.0,50.05,57.18,59921.681028448744,52547.29531553561,7374.385712913136,61154.65644643123,-95.40317783438606,14.033806437860369,-0.15946701225940693
Berlin,1.19,1.0,50.05,59.54,62259.99420585429,52547.29531553561,9712.69889031868,63681.70836570525,-250.32143634765146,18.48372752963961,-0.40368127288481265
Berlin,1.24,1.0,50.05,61.91,64513.42257899623,52547.29531553561,11966.127263460621,66208.76028497926,-489.52744974848514,22.77210880523252,-0.764601167673812
Berlin,1.28,1.0,50.05,64.27,66694.7348905574,52547.29531553561,14147.439575021795,68735.81220425329,-800.6732747808135,26.923249788727194,-1.2150917019647085
Berlin,1.33,1.0,50.05,66.63,68805.03229096456,52547.29531553561,16257.736975428954,71262.8641235273,-1182.7935229168347,30.939246021711707,-1.7491191425559813
Berlin,1.38,1.0,50.05,69.0,70847.73192882069,52547.29531553561,18300.436613285085,73789.91604280133,-1631.9367848077434,34.82660050035831,-2.3577519862515124
Berlin,1.43,1.0,50.05,71.36,72826.72937157117,52547.29531553561,20279.434056035563,76316.96796207533,-2145.26842574216,38.59272667463048,-3.0351217943646014
Berlin,1.47,1.0,50.05,73.72,74741.37819452863,52547.29531553561,22194.082878993024,78844.01988134936,-2722.5668018491683,42.23639436763045,-3.780355089456407
Berlin,1.52,1.0,50.05,76.08,76593.5176136202,52547.29531553561,24046.222298084598,81371.0718006234,-3362.822496457436,45.76110369466596,-4.592094190936207
Berlin,1.57,1.0,50.05,78.45,78383.39092446236,52547.29531553561,25836.095608926757,83898.12371989738,-4065.096995220959,49.16731765885639,-5.469847032671855
Berlin,1.61,1.0,50.05,80.81,80112.97669753894,52547.29531553561,27565.681382003328,86425.1756391714,-4827.804094140881,52.45880157385291,-6.412689148730164
Berlin,1.66,1.0,50.05,83.17,81786.10380969135,52547.29531553561,29238.808494155746,88952.22755844549,-5646.48779916299,55.642841974230585,-7.4159656891127606
Berlin,1.71,1.0,50.05,85.54,83410.26101367266,52547.29531553561,30862.96569813705,91479.2794777195,-6513.8676202186325,58.733690312339284,-8.47096636494936
Berlin,1.76,1.0,50.05,87.9,84986.45653535132,52547.29531553561,32439.16121981571,94006.33139699347,-7429.403095048124,61.73326528991697,-9.57927456690531
Berlin,1.8,1.0,50.05,90.26,86514.74152539711,52547.29531553561,33967.446209861504,96533.38331626747,-8392.750354803225,64.64166424911889,-10.74313420465192
Berlin,1.85,1.0,50.05,92.62,88000.34452090981,52547.29531553561,35453.049205374205,99060.43523554152,-9398.25365733322,67.4688373445027,-11.9567476565541
Berlin,1.9,1.0,50.05,94.99,89446.66905992634,52547.29531553561,36899.37374439073,101587.48715481549,-10443.087927570052,70.22126167068666,-13.21849943748061
Berlin,1.95,1.0,50.05,97.35,90852.84875110078,52547.29531553561,38305.553435565176,104114.53907408954,-11528.230880094703,72.89728844376913,-14.532980037598623
Berlin,1.99,1.0,50.05,99.71,92220.1426266384,52547.29531553561,39672.847311102785,106641.59099336356,-12652.169775942852,75.49931366186512,-15.901083466942003
Berlin,2.04,1.0,50.05,102.08,93549.84106977313,52547.29531553561,41002.54575423752,109168.64291263762,-13813.775610952727,78.02979298558706,-17.32437577834441
Berlin,2.09,1.0,50.05,104.44,94842.89834916446,52547.29531553561,42295.60303362885,111695.69483191163,-15011.904032423738,80.49054243354017,-18.804606106823492
Berlin,2.13,1.0,50.05,106.8,96101.48361470188,52547.29531553561,43554.18829916627,114222.74675118565,-16244.423651338548,82.88569000104079,-20.34187541939452
Berlin,2.18,1.0,50.05,109.16,97327.9631204119,52547.29531553561,44780.6678048763,116749.79867045967,-17508.81266678274,85.2197387819443,-21.935603883624967
Berlin,2.23,1.0,50.05,111.53,98523.92386835396,52547.29531553561,45976.62855281835,119276.85058973367,-18803.760040477213,87.49570891658311,-23.58720697197296
Berlin,2.28,1.0,50.05,113.89,99691.32702931201,52547.29531553561,47144.03171377641,121803.90250900773,-20127.060674026307,89.71733260615275,-25.296608133293248
Berlin,2.32,1.0,50.05,116.25,100830.2905727337,52547.29531553561,48282.9952571981,124330.95442828168,-21478.996217713233,91.88483435211789,-27.068236746858155
Berlin,2.37,1.0,50.05,118.62,101941.80229902631,52547.29531553561,49394.506983490704,126858.00634755571,-22858.15928240238,94.00009398559324,-28.9037763189506
Berlin,2.42,1.0,50.05,120.98,103027.80677451992,52547.29531553561,50480.511458984314,129385.05826682973,-24262.737763867477,96.06681210870953,-30.803931322127205
Berlin,2.46,1.0,50.05,123.34,104089.33968222441,52547.29531553561,51542.0443666888,131912.11018610373,-25691.83899534769,98.08695967544955,-32.77124751458863
Berlin,2.51,1.0,50.05,125.7,105126.67219092158,52547.29531553561,52579.37687538598,134439.1621053778,-27145.105347821085,100.06105273289087,-34.809643415394866
Berlin,2.56,1.0,50.05,128.07,106141.58103239453,52547.29531553561,53594.285716858925,136966.2140246518,-28620.61623660905,101.99247248604586,-36.919840087136066
Berlin,2.61,1.0,50.05,130.43,107135.05226498976,52547.29531553561,54587.75694945415,139493.26594392586,-30117.63731514103,103.88309545080483,-39.10497039501089
Berlin,2.65,1.0,50.05,132.79,108106.76827738558,52547.29531553561,55559.47296184997,142020.31786319986,-31636.47143589727,105.73231719772988,-41.37092798459385
Berlin,2.7,1.0,50.05,135.16,109057.20369008106,52547.29531553561,56509.908374545455,144547.36978247386,-33176.5298203031,107.54104095218446,-43.721975739486375
Berlin,2.75,1.0,50.05,137.52,109987.46648570965,52547.29531553561,57440.17117017404,147074.42170174792,-34736.64696867366,109.31137525777059,-46.161154378936224
Berlin,2.79,1.0,50.05,139.88,110898.85375751923,52547.29531553561,58351.55844198362,149601.47362102196,-36315.58846616214,111.04578854457611,-48.69133621905192
Berlin,2.84,1.0,50.05,142.25,111791.99539934029,52547.29531553561,59244.70008380468,152128.52554029587,-37912.625984181155,112.74547953049256,-51.31693229693695
Bratislava,1.0,1.0,50.05,50.09,60306.95749986458,60306.95749986458,0.0,61434.42240526439,-0.0,0.0,-0.0
Bratislava,1.05,1.0,50.05,52.46,63158.10099761189,60306.95749986458,2851.143497747311,64332.27251872029,-0.03166514104035952,4.72771901609149,-5.013633471547527e-05
Bratislava,1.1,1.0,50.05,54.82,65995.56422404641,60306.95749986458,5688.606724181831,67230.12263217618,-15.098232125286378,9.432753632438853,-0.022882881923166558
Bratislava,1.14,1.0,50.05,57.18,68776.9825916978,60306.95749986458,8470.025091833224,70127.972745632,-89.03136080211549,14.044855590422124,-0.12961714421039447
Bratislava,1.19,1.0,50.05,59.54,71467.92542581094,60306.95749986458,11160.967925946366,73025.8228590879,-255.69479269133532,18.50693251433125,-0.3590602210014413
Bratislava,1.24,1.0,50.05,61.91,74058.28677440864,60306.95749986458,13751.329274544063,75923.67297254376,-523.0037715176903,22.8022268816578,-0.7112283385067397
Bratislava,1.28,1.0,50.05,64.27,76544.47668480448,60306.95749986458,16237.519184939905,78821.52308599961,-895.805290523125,26.924785892202184,-1.1841652655790638
Bratislava,1.33,1.0,50.05,66.63,78918.56583337314,60306.95749986458,18611.608333508564,81719.37319945547,-1381.690191323761,30.86146127260749,-1.7819781618521269
Bratislava,1.38,1.0,50.05,69.0,81179.45793720178,60306.95749986458,20872.5004373372,84617.22331291134,-1981.028941424695,34.610435184670145,-2.501348784999668
Bratislava,1.43,1.0,50.05,71.36,83334.2861773568,60306.95749986458,23027.328677492224,87515.07342636728,-2685.5316317944385,38.1835357513168,-3.329910854701733
Bratislava,1.47,1.0,50.05,73.72,85397.82660325471,60306.95749986458,25090.869103390134,90412.92353982311,-3480.6959581864435,41.605264373429016,-4.249045261689711
Bratislava,1.52,1.0,50.05,76.08,87380.36973968374,60306.95749986458,27073.41223981916,93310.77365327897,-4356.18610873214,44.892684629099314,-5.246888217649568
Bratislava,1.57,1.0,50.05,78.45,89292.76898793838,60306.95749986458,28985.811488073807,96208.62376673482,-5301.116630706218,48.06379344893812,-6.3114803458795885
Bratislava,1.61,1.0,50.05,80.81,91141.46498783426,60306.95749986458,30834.507487969684,99106.47388019071,-6309.713422279249,51.12927059541832,-7.437914820612096
Bratislava,1.66,1.0,50.05,83.17,92927.20912238376,60306.95749986458,32620.251622519187,102004.3239936466,-7381.322418386649,54.09036199943006,-8.628494838012776
Bratislava,1.71,1.0,50.05,85.54,94654.27432787759,60306.95749986458,34347.31682801301,104902.17410710243,-8511.293682630892,56.95415297329524,-9.880426262102574
Bratislava,1.76,1.0,50.05,87.9,96325.18777486151,60306.95749986458,36018.23027499693,107800.02422055828,-9697.471057434597,59.724834029436515,-11.194420706096892
Bratislava,1.8,1.0,50.05,90.26,97942.91337427021,60306.95749986458,37635.955874405634,110697.87433401421,-10936.528791678613,62.40731987596978,-12.569800301605468
Bratislava,1.85,1.0,50.05,92.62,99510.43259573239,60306.95749986458,39203.47509586781,113595.72444747006,-12225.730987991004,65.00655433654707,-14.006728284337388
Bratislava,1.9,1.0,50.05,94.99,101031.53375734053,60306.95749986458,40724.57625747595,116493.57456092589,-13561.291414565223,67.52881913760514,-15.503891439355696
Bratislava,1.95,1.0,50.05,97.35,102508.05512830737,60306.95749986458,42201.097628442796,119391.42467438175,-14941.171355023185,69.97716246676441,-17.062582007265163
Bratislava,1.99,1.0,50.05,99.71,103943.35162908678,60306.95749986458,43636.39412922221,122289.27478783764,-16362.160538763328,72.3571473976617,-18.682276793756834
Bratislava,2.04,1.0,50.05,102.08,105338.3720495028,60306.95749986458,45031.41454963822,125187.12490129354,-17823.549132189215,74.6703471978989,-20.366320284998345
Bratislava,2.09,1.0,50.05,104.44,106693.67810183576,60306.95749986458,46386.72060197118,128084.97501474945,-19324.626403706854,76.91769328949376,-22.1183886377477
Bratislava,2.13,1.0,50.05,106.8,108011.42863412148,60306.95749986458,47704.4711342569,130982.8251282053,-20863.11838953738,79.10276543857154,-23.93978532800518
Bratislava,2.18,1.0,50.05,109.16,109292.73285052562,60306.95749986458,48985.77535066104,133880.67524166114,-22437.998565675913,81.22740290914368,-25.833938415018366
Bratislava,2.23,1.0,50.05,111.53,110541.05009135247,60306.95749986458,50234.0925914879,136778.52535511702,-24045.514067991862,83.29734192211686,-27.79971681023825
Bratislava,2.28,1.0,50.05,113.89,111759.27076403085,60306.95749986458,51452.313264166274,139676.3754685728,-25682.926793435898,85.3173753033086,-29.83738110695035
Bratislava,2.32,1.0,50.05,116.25,112949.16204258421,60306.95749986458,52642.204542719635,142574.2255820287,-27348.638664102764,87.29043335147168,-31.94914888917345
Bratislava,2.37,1.0,50.05,118.62,114110.12057639076,60306.95749986458,53803.16307652619,145472.0756954846,-29043.504358803024,89.21551560057893,-34.142070826602605
Bratislava,2.42,1.0,50.05,120.98,115242.12897206072,60306.95749986458,54935.17147219614,148369.92580894046,-30767.382079911436,91.09259320919895,-36.42198788614639
Bratislava,2.46,1.0,50.05,123.34,116346.47926695322,60306.95749986458,56039.52176708864,151267.7759223963,-32518.667720370944,92.92380861232219,-38.79221838244059
Bratislava,2.51,1.0,50.05,125.7,117425.07026284064,60306.95749986458,57118.11276297607,154165.6260358521,-34295.649739923625,94.71231037165873,-41.25573055145866
Bratislava,2.56,1.0,50.05,128.07,118479.31537532144,60306.95749986458,58172.357875456866,157063.47614930803,-36096.976898976296,96.46044218958897,-43.81640235830523
Bratislava,2.61,1.0,50.05,130.43,119509.06917633038,60306.95749986458,59202.1116764658,159961.326262764,-37922.83177561701,98.16796291969918,-46.48189815318707
Bratislava,2.65,1.0,50.05,132.79,120514.33154204306,60306.95749986458,60207.37404217848,162859.17637621978,-39773.15793334418,99.83487235666578,-49.26006912668793
Bratislava,2.7,1.0,50.05,135.16,121496.50038549633,60306.95749986458,61189.54288563175,165757.02648967566,-41646.73759463988,101.46348849677777,-52.156369836340744
Bratislava,2.75,1.0,50.05,137.52,122455.24503580094,60306.95749986458,62148.28753593636,168654.8766031315,-43543.613949206454,103.05326302703286,-55.18022292736976
Bratislava,2.79,1.0,50.05,139.88,123391.70606088708,60306.95749986458,63084.748561022505,171552.7267165874,-45462.749655256215,104.60608721831832,-58.3387122735436
Bratislava,2.84,1.0,50.05,142.25,124306.67668934035,60306.95749986458,63999.71918947578,174450.5768300433,-47403.33345216383,106.12327638916206,-61.640146522587294
Brussels,1.0,1.0,50.05,50.09,52375.89330013517,52375.89330013517,0.0,53434.86569493478,-20.49403819310038,0.0,-0.03914407774939424
Brussels,1.05,1.0,50.05,52.46,54806.28664269262,52375.89330013517,2430.3933425574505,55955.378227714704,-76.75198075091197,4.640290006378141,-0.14023868688999547
Brussels,1.1,1.0,50.05,54.82,57186.41472106555,52375.89330013517,4810.521420930381,58475.89076049467,-182.9287756205044,9.184609784818633,-0.32090805077355383
Brussels,1.14,1.0,50.05,57.18,59512.28689620316,52375.89330013517,7136.393596067988,60996.403293274605,-343.61561985066504,13.62534010670434,-0.5807391182502274
Brussels,1.19,1.0,50.05,59.54,61778.5410474031,52375.89330013517,9402.647747267933,63516.91582605454,-563.7260657150243,17.952243207360564,-0.9208980961286226
Brussels,1.24,1.0,50.05,61.91,63985.50634444412,52375.89330013517,11609.61304430895,66037.42835883447,-843.1332638587642,22.165947562519165,-1.3352891611829614
Brussels,1.28,1.0,50.05,64.27,66133.08968903492,52375.89330013517,13757.196388899756,68557.9408916144,-1181.8108110927744,26.266275421911047,-1.8195343209695052
Brussels,1.33,1.0,50.05,66.63,68218.27410122346,52375.89330013517,15842.380801088293,71078.45342439438,-1583.1522402189282,30.247466540198193,-2.3758525474317516
Brussels,1.38,1.0,50.05,69.0,70241.30075998095,52375.89330013517,17865.40745984578,73598.9659571743,-2046.2106558202597,34.10998139443605,-3.0005248951132586
Brussels,1.43,1.0,50.05,71.36,72204.16719064722,52375.89330013517,19828.27389051205,76119.47848995426,-2569.662789310783,37.85763381044019,-3.690214802852055
Brussels,1.47,1.0,50.05,73.72,74104.38160211756,52375.89330013517,21728.48830198239,78639.9910227342,-3155.6862001270506,41.485666272972786,-4.447842461721313
Brussels,1.52,1.0,50.05,76.08,75946.4559747588,52375.89330013517,23570.562674623638,81160.50355551418,-3799.6532463372496,45.00269339475459,-5.266558049204324
Brussels,1.57,1.0,50.05,78.45,77735.4693321374,52375.89330013517,25359.57603200224,83681.0160882941,-4496.201933088268,48.41841243008793,-6.139059131477114
Brussels,1.61,1.0,50.05,80.81,79476.80739809906,52375.89330013517,27100.91409796389,86201.52862107402,-5240.134344013901,51.74310620854642,-7.058686937918404
Brussels,1.66,1.0,50.05,83.17,81175.38438106525,52375.89330013517,28799.491080930078,88722.04115385395,-6026.610548916751,54.986157306945174,-8.01957269772322
Brussels,1.71,1.0,50.05,85.54,82830.29484760888,52375.89330013517,30454.40154747371,91242.55368663395,-6856.968357536162,58.14583700359554,-9.025494439067568
Brussels,1.76,1.0,50.05,87.9,84442.52154963714,52375.89330013517,32066.62824950197,93763.06621941384,-7729.810752730197,61.22402164245132,-10.076310265184715
Brussels,1.8,1.0,50.05,90.26,86010.75530897114,52375.89330013517,33634.862008835975,96283.57875219375,-8646.936018913044,64.21821164193715,-11.17697665169983
Brussels,1.85,1.0,50.05,92.62,87534.62924861684,52375.89330013517,35158.73594848167,98804.09128497372,-9608.364786931637,67.12770653286583,-12.330072348913735
Brussels,1.9,1.0,50.05,94.99,89018.32106417381,52375.89330013517,36642.42776403864,101324.60381775367,-10609.506368297718,69.960482686305,-13.531012309583765
Brussels,1.95,1.0,50.05,97.35,90465.54456564851,52375.89330013517,38089.65126551334,103845.11635053363,-11647.082215318198,72.72363078801186,-14.777099004481386
Brussels,1.99,1.0,50.05,99.71,91878.10589582313,52375.89330013517,39502.21259568796,106365.62888331355,-12719.239452243259,75.42059926180966,-16.06799089437295
Brussels,2.04,1.0,50.05,102.08,93254.57696360606,52375.89330013517,40878.68366347089,108886.14141609352,-13827.692317166558,78.04866148863448,-17.409334860254294
Brussels,2.09,1.0,50.05,104.44,94596.13479440434,52375.89330013517,42220.24149426917,111406.6539488735,-14970.956998301126,80.61006473403711,-18.80178784232968
Brussels,2.13,1.0,50.05,106.8,95905.33714554715,52375.89330013517,43529.44384541198,113927.1664816534,-16146.265043728035,83.10969246093917,-20.2437974994443
Brussels,2.18,1.0,50.05,109.16,97183.38274213579,52375.89330013517,44807.48944200062,116447.67901443335,-17352.908185016116,85.5498333655819,-21.73719783238906
Brussels,2.23,1.0,50.05,111.53,98431.05892690635,52375.89330013517,46055.16562677118,118968.19154721328,-18589.71354707358,87.93199070201314,-23.283317006540802
Brussels,2.28,1.0,50.05,113.89,99649.99734853314,52375.89330013517,47274.104048397974,121488.70407999321,-19855.26969287778,90.25927973676389,-24.88293434443543
Brussels,2.32,1.0,50.05,116.25,100840.23511026659,52375.89330013517,48464.34181013142,124009.21661277319,-21149.51856536797,92.53177131015413,-26.539501064031846
Brussels,2.37,1.0,50.05,118.62,102003.44936859873,52375.89330013517,49627.55606846356,126529.72914555311,-22470.658550288004,94.75266757566784,-28.25332585351024
Brussels,2.42,1.0,50.05,120.98,103140.4296510586,52375.89330013517,50764.53635092343,129050.24167833306,-23817.99722992324,96.92347595872397,-30.026811461693104
Brussels,2.46,1.0,50.05,123.34,104251.17811955995,52375.89330013517,51875.28481942478,131570.75421111294,-25191.60685145458,99.04420058701109,-31.86408229564674
Brussels,2.51,1.0,50.05,125.7,105338.26700944778,52375.89330013517,52962.37370931261,134091.26674389298,-26588.61472554035,101.119752565969,-33.76346936705619
Brussels,2.56,1.0,50.05,128.07,106401.87911376623,52375.89330013517,54025.985813631065,136611.77927667287,-28009.246931561873,103.15048089784398,-35.72943802481498
Brussels,2.61,1.0,50.05,130.43,107441.78542103912,52375.89330013517,55065.892120903954,139132.2918094528,-29453.5803258533,105.13594833667848,-37.7667113762969
Brussels,2.65,1.0,50.05,132.79,108459.33287990453,52375.89330013517,56083.43957976936,141652.8043422328,-30920.13837457718,107.07872657825317,-39.876785633171366
Brussels,2.7,1.0,50.05,135.16,109455.32119179197,52375.89330013517,57079.4278916568,144173.31687501268,-32408.286851116096,108.98034247276406,-42.06299065038329
Brussels,2.75,1.0,50.05,137.52,110430.18531103755,52375.89330013517,58054.29201090238,146693.82940779274,-33917.505790217496,110.84162646778677,-44.329261506242396
Brussels,2.79,1.0,50.05,139.88,111385.21693591308,52375.89330013517,59009.32363577791,149214.34194057257,-35446.461149554,112.66504477094163,-46.67769544351854
Brussels,2.84,1.0,50.05,142.25,112322.10615823914,52375.89330013517,59946.21285810397,151734.8544733525,-36993.36855316726,114.45382423281603,-49.10923736318726
Bucharest,1.0,1.0,50.05,50.09,64880.93372251338,64880.93372251338,0.0,66082.25481767012,-0.0,0.0,-0.0
Bucharest,1.05,1.0,50.05,52.46,67945.56934380473,64880.93372251338,3064.6356212913524,69199.34230906966,-0.6306888399111564,4.723476444402554,-0.0009282352039699299
Bucharest,1.1,1.0,50.05,54.82,70998.87371686575,64880.93372251338,6117.939994352375,72316.42980046917,-12.813324073265418,9.429488207611103,-0.018050479210093492
Bucharest,1.14,1.0,50.05,57.18,74013.26408605967,64880.93372251338,9132.330363546294,75433.51729186875,-67.53789887975067,14.075522406326622,-0.09133441831214284
Bucharest,1.19,1.0,50.05,59.54,76900.67366077466,64880.93372251338,12019.739938261278,78550.60478326825,-257.5222044205655,18.525843030662926,-0.33600158595672625
Bucharest,1.24,1.0,50.05,61.91,79624.969590242,64880.93372251338,14744.035867728628,81667.69227466783,-611.5485452821142,22.724759065254506,-0.7739805936691861
Bucharest,1.28,1.0,50.05,64.27,82206.42262836364,64880.93372251338,17325.48890585026,84784.77976606732,-1106.2075704402487,26.70351351592586,-1.364000785509845
Bucharest,1.33,1.0,50.05,66.63,84665.01648018062,64880.93372251338,19784.082757667245,87901.8672574669,-1722.771043748154,30.492906964441946,-2.0770730701624154
Bucharest,1.38,1.0,50.05,69.0,87017.07313311055,64880.93372251338,22136.13941059717,91018.95474886642,-2445.351622755255,34.11809624268097,-2.8914530520179094
Bucharest,1.43,1.0,50.05,71.36,89269.79428964568,64880.93372251338,24388.860567132302,94136.04224026595,-3267.0553074791383,37.59018122556624,-3.7987805343694836
Bucharest,1.47,1.0,50.05,73.72,91427.83512594721,64880.93372251338,26546.901403433832,97253.1297316655,-4182.938064538622,40.916336865574706,-4.794478766585511
Bucharest,1.52,1.0,50.05,76.08,93502.26732194355,64880.93372251338,28621.333599430174,100370.217223065,-5182.426589488199,44.11362777520988,-5.867794310439449
Bucharest,1.57,1.0,50.05,78.45,95490.64415291788,64880.93372251338,30609.710430404506,103487.30471446457,-6268.267165114656,47.17828285474116,-7.025442917724028
Bucharest,1.61,1.0,50.05,80.81,97397.61053252398,64880.93372251338,32516.6768100106,106604.39220586409,-7435.268184642218,50.11746123919833,-8.264867266228187
Bucharest,1.66,1.0,50.05,83.17,99231.1268077581,64880.93372251338,34350.193085244726,109721.47969726367,-8675.298315133794,52.94343209078289,-9.580055154418238
Bucharest,1.71,1.0,50.05,85.54,100996.12738847079,64880.93372251338,36115.19366595741,112838.56718866316,-9983.642209149228,55.663800740625916,-10.969530377594342
Bucharest,1.76,1.0,50.05,87.9,102697.58056168842,64880.93372251338,37816.64683917504,115955.65468006268,-11355.214268250968,58.28622473423628,-12.431486865330738
Bucharest,1.8,1.0,50.05,90.26,104342.36057807988,64880.93372251338,39461.426855566504,119072.74217146222,-12783.044483759619,60.82129925000381,-13.96148969766343
Bucharest,1.85,1.0,50.05,92.62,105933.85048117914,64880.93372251338,41052.91675866576,122189.8296628618,-14264.304860673534,63.27423852166386,-15.560571140741802
Bucharest,1.9,1.0,50.05,94.99,107468.99300439218,64880.93372251338,42588.0592818788,125306.9171542613,-15802.297198915021,65.6403304305421,-17.23886419168915
Bucharest,1.95,1.0,50.05,97.35,108951.9167947595,64880.93372251338,44070.98307224612,128424.00464566081,-17392.0794755554,67.92593839776029,-18.995314959900572
Bucharest,1.99,1.0,50.05,99.71,110388.51748652464,64880.93372251338,45507.58376401126,131541.0921370604,-19027.8084650164,70.14014927504094,-20.82712433912575
Bucharest,2.04,1.0,50.05,102.08,111780.1246304397,64880.93372251338,46899.19090792633,134658.17962845988,-20708.50361359647,72.28501227881146,-22.738701016166754
Bucharest,2.09,1.0,50.05,104.44,113128.01909021781,64880.93372251338,48247.085367704436,137775.26711985937,-22433.452152211197,74.36250158490387,-24.735166515040934
Bucharest,2.13,1.0,50.05,106.8,114430.62821258882,64880.93372251338,49549.694490075446,140892.35461125892,-24203.619929425757,76.37019328666341,-26.825249323868256
Bucharest,2.18,1.0,50.05,109.16,115692.00487858611,64880.93372251338,50811.071156072736,144009.4421026585,-26014.521894477115,78.31433402821318,-29.008978651962092
Bucharest,2.23,1.0,50.05,111.53,116916.0845041504,64880.93372251338,52035.15078163703,147126.529594058,-27862.65203991895,80.20098940650891,-31.287566653997366
Bucharest,2.28,1.0,50.05,113.89,118105.71912102663,64880.93372251338,53224.78539851325,150243.6170854575,-29744.880340618776,82.034555214862,-33.662967385970624
Bucharest,2.32,1.0,50.05,116.25,119264.07422191573,64880.93372251338,54383.14049940235,153360.70457685698,-31658.190255818994,83.81991037920537,-36.13705931906427
